uid,role,description,controller,function,table,uacl,oacl,entity,Notes
org_editor,"Organisation Editor",,,,"hrm_competency",CREATE|READ|UPDATE|DELETE,,,
org_editor,"Organisation Editor",,,,"hrm_human_resource",READ|UPDATE,,,
org_editor,"Organisation Editor",,"org","facility",,CREATE|READ|UPDATE|DELETE,,,
org_editor,"Organisation Editor",,"org","group",,READ,,,
org_editor,"Organisation Editor",,"org","organisation",,CREATE|READ|UPDATE|DELETE,,,
org_editor,"Organisation Editor",,,,"org_facility",READ|UPDATE,,,
org_editor,"Organisation Editor",,,,"org_group",READ,,,
org_editor,"Organisation Editor",,,,"org_group_membership",READ,,,
org_editor,"Organisation Editor",,,,"org_group_team",READ,,,
org_editor,"Organisation Editor",,,,"org_organisation",READ|UPDATE,,,
org_editor,"Organisation Editor",,,,"org_organisation_location",READ|UPDATE,,,
org_editor,"Organisation Editor",,,,"org_organisation_organisation_type",CREATE|READ|UPDATE|DELETE,,,
org_editor,"Organisation Editor",,,,"org_service",READ,,,
org_editor,"Organisation Editor",,,,"org_service_organisation",CREATE|READ|UPDATE|DELETE,,,
org_editor,"Organisation Editor",,,,"org_site_facility_type",CREATE|READ|UPDATE|DELETE,,,
org_editor,"Organisation Editor",,"pr","contact",,,CREATE|READ|UPDATE|DELETE,,
org_editor,"Organisation Editor",,"pr","person",,,READ,,
org_editor,"Organisation Editor",,,,"pr_address",CREATE|READ|UPDATE|DELETE,,,
org_editor,"Organisation Editor",,,,"pr_contact",CREATE|READ|UPDATE|DELETE,,,
org_editor,"Organisation Editor",,,,"pr_contact_emergency",CREATE|READ|UPDATE|DELETE,,,
org_editor,"Organisation Editor",,,,"pr_group",READ,,,
org_editor,"Organisation Editor",,,,"pr_group_membership",READ,,,
org_editor,"Organisation Editor",,,,"pr_person",READ|UPDATE,,,
ORG_ADMIN,"Organisation Administrator",,"admin","user",,ALL,,
ORG_ADMIN,"Organisation Administrator",,"cms","newsfeed",,READ,,,
ORG_ADMIN,"Organisation Administrator",,,,"cms_post",READ,,,
ORG_ADMIN,"Organisation Administrator",,,,"doc_document",ALL,,,
ORG_ADMIN,"Organisation Administrator",,"hrm","group",,READ,,,
ORG_ADMIN,"Organisation Administrator",,"hrm","person",,CREATE|READ|UPDATE|DELETE,,,
ORG_ADMIN,"Organisation Administrator",,"hrm","staff",,ALL,,,
ORG_ADMIN,"Organisation Administrator",,,,"hrm_competency",CREATE|READ|UPDATE|DELETE,,,
ORG_ADMIN,"Organisation Administrator",,,,"hrm_human_resource",ALL,,,
ORG_ADMIN,"Organisation Administrator",,"org","facility",,ALL,,,
ORG_ADMIN,"Organisation Administrator",,"org","group",,READ,,,
ORG_ADMIN,"Organisation Administrator",,"org","organisation",,ALL,,,
ORG_ADMIN,"Organisation Administrator",,,,"org_facility",ALL,,,
ORG_ADMIN,"Organisation Administrator",,,,"org_group",READ,,,
ORG_ADMIN,"Organisation Administrator",,,,"org_group_membership",READ|DELETE,,,
ORG_ADMIN,"Organisation Administrator",,,,"org_group_team",READ,,,
ORG_ADMIN,"Organisation Administrator",,,,"org_organisation",READ|UPDATE,,,
ORG_ADMIN,"Organisation Administrator",,,,"org_organisation_location",READ,,,
ORG_ADMIN,"Organisation Administrator",,,,"org_organisation_organisation_type",ALL,,,
ORG_ADMIN,"Organisation Administrator",,,,"org_service",READ,,,
ORG_ADMIN,"Organisation Administrator",,,,"org_service_organisation",ALL,,,
ORG_ADMIN,"Organisation Administrator",,,,"org_site_facility_type",ALL,,,
ORG_ADMIN,"Organisation Administrator",,"pr","contact",,,CREATE|READ|UPDATE|DELETE,,
ORG_ADMIN,"Organisation Administrator",,"pr","person",,,READ,,
ORG_ADMIN,"Organisation Administrator",,,,"pr_address",CREATE|READ|UPDATE|DELETE,,,
ORG_ADMIN,"Organisation Administrator",,,,"pr_contact",CREATE|READ|UPDATE|DELETE,,,
ORG_ADMIN,"Organisation Administrator",,,,"pr_contact_emergency",CREATE|READ|UPDATE|DELETE,,,
ORG_ADMIN,"Organisation Administrator",,,,"pr_group",READ,,,
ORG_ADMIN,"Organisation Administrator",,,,"pr_group_membership",READ,,,
ORG_ADMIN,"Organisation Administrator",,,,"pr_person",CREATE|READ|UPDATE|DELETE,,,
ORG_GROUP_ADMIN,"Network Administrator",,"cms","newsfeed",,READ,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"cms_post",READ,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"doc_document",ALL,,,
ORG_GROUP_ADMIN,"Network Administrator",,"hrm","group",,ALL,,,
ORG_GROUP_ADMIN,"Network Administrator",,"hrm","person",,CREATE|READ|UPDATE|DELETE,,,
ORG_GROUP_ADMIN,"Network Administrator",,"hrm","staff",,ALL,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"hrm_competency",CREATE|READ|UPDATE|DELETE,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"hrm_human_resource",ALL,,,
ORG_GROUP_ADMIN,"Network Administrator",,"org","facility",,ALL,,,
ORG_GROUP_ADMIN,"Network Administrator",,"org","group",,CREATE|READ|UPDATE|DELETE,,,
ORG_GROUP_ADMIN,"Network Administrator",,"org","organisation",,ALL,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"org_facility",ALL,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"org_group",READ|UPDATE,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"org_group_membership",ALL,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"org_group_team",ALL,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"org_organisation",ALL,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"org_organisation_location",ALL,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"org_organisation_organisation_type",ALL,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"org_service",READ,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"org_service_organisation",ALL,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"org_site_facility_type",ALL,,,
ORG_GROUP_ADMIN,"Network Administrator",,"pr","contact",,,CREATE|READ|UPDATE|DELETE,,
ORG_GROUP_ADMIN,"Network Administrator",,"pr","group",,READ,,,
ORG_GROUP_ADMIN,"Network Administrator",,"pr","person",,,READ,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"pr_address",CREATE|READ|UPDATE|DELETE,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"pr_contact",CREATE|READ|UPDATE|DELETE,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"pr_contact_emergency",CREATE|READ|UPDATE|DELETE,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"pr_group",ALL,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"pr_group_membership",ALL,,,
ORG_GROUP_ADMIN,"Network Administrator",,,,"pr_person",CREATE|READ|UPDATE|DELETE,,,
