uid,role,description,controller,function,table,entity,uacl,oacl,hidden,system,protected,Notes
NOTIFICATION,Notification Sender,Notification Role. User able to send notifications,event,compose,,,ALL,ALL,,,,
NOTIFICATION,Notification Sender,Notification Role. User able to send notifications,hrm,compose,,,ALL,ALL,,,,
NOTIFICATION,Notification Sender,Notification Role. User able to send notifications,msg,,,,ALL,ALL,,,,
NOTIFICATION,Notification Sender,Notification Role. User able to send notifications,vol,compose,,,ALL,ALL,,,,
MAP_ADMIN,Map Configuration Admin,Staff Member Role. User able to configure the map module,gis,,,,ALL,ALL,,,,
LOC_READER,Map Location Reader,User able to read points of interest and locations,gis,poi,,,READ,READ,,,,
LOC_READER,Map Location Reader,User able to read points of interest and locations,gis,poi_type,,,READ,READ,,,,
LOC_READER,Map Location Reader,User able to read points of interest and locations,gis,location,,,READ,READ,,,,
LOC_ADMIN,Map Location Admin,User able to define new points of interest and locations,gis,poi,,,ALL,ALL,,,,
LOC_ADMIN,Map Location Admin,User able to define new points of interest and locations,gis,poi_type,,,ALL,ALL,,,,
LOC_ADMIN,Map Location Admin,User able to define new points of interest and locations,gis,location,,,ALL,ALL,,,,
