Country,L1,L2,L3,Demographic,Date,Value,Source,Source URL
SL,Northern,Bombali,,"Dependency Ratio, Total",2004,93.1,Open Data for Africa,opendataforafrica.org
SL,Northern,Bombali,,Number of households,2004,49651,Open Data for Africa,opendataforafrica.org
SL,Northern,Bombali,,Population Total,2004,324677,Open Data for Africa,opendataforafrica.org
SL,Northern,Bombali,,"Population, 0-14 years - Total %",2004,43.5,Open Data for Africa,opendataforafrica.org
SL,Northern,Bombali,,"Population, 0-4 years - Total %",2004,15,Open Data for Africa,opendataforafrica.org
SL,Northern,Bombali,,"Population, 15-64 years - Total %",2004,51.7,Open Data for Africa,opendataforafrica.org
SL,Northern,Bombali,,"Population, 65 years and over - Total %",2004,4.8,Open Data for Africa,opendataforafrica.org
SL,Northern,Bombali,,"Population, Female Total",2004,168700,Open Data for Africa,opendataforafrica.org
SL,Northern,Bombali,,"Population, Male Total",2004,155977,Open Data for Africa,opendataforafrica.org
SL,Northern,Kambia,,Average Household Size,2004,7.3,Open Data for Africa,opendataforafrica.org
SL,Northern,Kambia,,"Dependency Ratio, Child",2004,95.6,Open Data for Africa,opendataforafrica.org
SL,Northern,Kambia,,"Dependency Ratio, Old Age",2004,10.5,Open Data for Africa,opendataforafrica.org
SL,Northern,Kambia,,"Dependency Ratio, Total",2004,106.1,Open Data for Africa,opendataforafrica.org
SL,Northern,Kambia,,Number of households,2004,37139,Open Data for Africa,opendataforafrica.org
SL,Northern,Kambia,,Population Total,2004,270376,Open Data for Africa,opendataforafrica.org
SL,Northern,Kambia,,"Population, 0-14 years - Total %",2004,46.4,Open Data for Africa,opendataforafrica.org
SL,Northern,Kambia,,"Population, 0-4 years - Total %",2004,17.3,Open Data for Africa,opendataforafrica.org
SL,Northern,Kambia,,"Population, 15-64 years - Total %",2004,48.5,Open Data for Africa,opendataforafrica.org
SL,Northern,Kambia,,"Population, 65 years and over - Total %",2004,5.1,Open Data for Africa,opendataforafrica.org
SL,Northern,Kambia,,"Population, Female Total",2004,142609,Open Data for Africa,opendataforafrica.org
SL,Northern,Kambia,,"Population, Male Total",2004,127767,Open Data for Africa,opendataforafrica.org
SL,Northern,Koinadugu,,Average Household Size,2004,6.1,Open Data for Africa,opendataforafrica.org
SL,Northern,Koinadugu,,"Dependency Ratio, Child",2004,87.2,Open Data for Africa,opendataforafrica.org
SL,Northern,Koinadugu,,"Dependency Ratio, Old Age",2004,7.8,Open Data for Africa,opendataforafrica.org
SL,Northern,Koinadugu,,"Dependency Ratio, Total",2004,95.1,Open Data for Africa,opendataforafrica.org
SL,Northern,Koinadugu,,Number of households,2004,43700,Open Data for Africa,opendataforafrica.org
SL,Northern,Koinadugu,,Population Total,2004,265683,Open Data for Africa,opendataforafrica.org
SL,Northern,Koinadugu,,"Population, 0-14 years - Total %",2004,44.7,Open Data for Africa,opendataforafrica.org
SL,Northern,Koinadugu,,"Population, 0-4 years - Total %",2004,14.8,Open Data for Africa,opendataforafrica.org
SL,Northern,Koinadugu,,"Population, 15-64 years - Total %",2004,51.2,Open Data for Africa,opendataforafrica.org
SL,Northern,Koinadugu,,"Population, 65 years and over - Total %",2004,4,Open Data for Africa,opendataforafrica.org
SL,Northern,Koinadugu,,"Population, Female Total",2004,141105,Open Data for Africa,opendataforafrica.org
SL,Northern,Koinadugu,,"Population, Male Total",2004,124578,Open Data for Africa,opendataforafrica.org
SL,Northern,Port Loko,,Average Household Size,2004,6.9,Open Data for Africa,opendataforafrica.org
SL,Northern,Port Loko,,"Dependency Ratio, Child",2004,88.1,Open Data for Africa,opendataforafrica.org
SL,Northern,Port Loko,,"Dependency Ratio, Old Age",2004,9.8,Open Data for Africa,opendataforafrica.org
SL,Northern,Port Loko,,"Dependency Ratio, Total",2004,97.8,Open Data for Africa,opendataforafrica.org
SL,Northern,Port Loko,,Number of households,2004,65590,Open Data for Africa,opendataforafrica.org
SL,Northern,Port Loko,,Population Total,2004,453019,Open Data for Africa,opendataforafrica.org
SL,Northern,Port Loko,,"Population, 0-14 years - Total %",2004,44.5,Open Data for Africa,opendataforafrica.org
SL,Northern,Port Loko,,"Population, 0-4 years - Total %",2004,16.8,Open Data for Africa,opendataforafrica.org
SL,Northern,Port Loko,,"Population, 15-64 years - Total %",2004,50.6,Open Data for Africa,opendataforafrica.org
SL,Northern,Port Loko,,"Population, 65 years and over - Total %",2004,5,Open Data for Africa,opendataforafrica.org
SL,Northern,Port Loko,,"Population, Female Total",2004,240700,Open Data for Africa,opendataforafrica.org
SL,Northern,Port Loko,,"Population, Male Total",2004,212319,Open Data for Africa,opendataforafrica.org
SL,Northern,Tonkolili,,Average Household Size,2004,6.6,Open Data for Africa,opendataforafrica.org
SL,Northern,Tonkolili,,"Dependency Ratio, Child",2004,87.3,Open Data for Africa,opendataforafrica.org
SL,Northern,Tonkolili,,"Dependency Ratio, Old Age",2004,8.5,Open Data for Africa,opendataforafrica.org
SL,Northern,Tonkolili,,"Dependency Ratio, Total",2004,95.8,Open Data for Africa,opendataforafrica.org
SL,Northern,Tonkolili,,Number of households,2004,52861,Open Data for Africa,opendataforafrica.org
SL,Northern,Tonkolili,,Population Total,2004,346456,Open Data for Africa,opendataforafrica.org
SL,Northern,Tonkolili,,"Population, 0-14 years - Total %",2004,44.6,Open Data for Africa,opendataforafrica.org
SL,Northern,Tonkolili,,"Population, 0-4 years - Total %",2004,16.4,Open Data for Africa,opendataforafrica.org
SL,Northern,Tonkolili,,"Population, 15-64 years - Total %",2004,51,Open Data for Africa,opendataforafrica.org
SL,Northern,Tonkolili,,"Population, 65 years and over - Total %",2004,4.3,Open Data for Africa,opendataforafrica.org
SL,Northern,Tonkolili,,"Population, Female Total",2004,185109,Open Data for Africa,opendataforafrica.org
SL,Northern,Tonkolili,,"Population, Male Total",2004,161347,Open Data for Africa,opendataforafrica.org
SL,Southern,,,Average Household Size,2004,5.9,Open Data for Africa,opendataforafrica.org
SL,Southern,,,"Dependency Ratio, Child",2004,80.4,Open Data for Africa,opendataforafrica.org
SL,Southern,,,"Dependency Ratio, Old Age",2004,10.1,Open Data for Africa,opendataforafrica.org
SL,Southern,,,"Dependency Ratio, Total",2004,90.5,Open Data for Africa,opendataforafrica.org
SL,Southern,,,Number of households,2004,182147,Open Data for Africa,opendataforafrica.org
SL,Southern,,,Population Total,2004,1072445,Open Data for Africa,opendataforafrica.org
SL,Southern,,,"Population, 0-14 years - Total %",2004,42.2,Open Data for Africa,opendataforafrica.org
SL,Southern,,,"Population, 0-4 years - Total %",2004,16.5,Open Data for Africa,opendataforafrica.org
SL,Southern,,,"Population, 15-64 years - Total %",2004,52.5,Open Data for Africa,opendataforafrica.org
SL,Southern,,,"Population, 65 years and over - Total %",2004,5.3,Open Data for Africa,opendataforafrica.org
SL,Southern,,,"Population, Female Total",2004,555062,Open Data for Africa,opendataforafrica.org
SL,Southern,,,"Population, Male Total",2004,517383,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,Bo Town,Average Household Size,2004,6.6,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,Bo Town,Number of households,2004,22699,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,Bo Town,Population Total,2004,148705,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,Bo Town,"Population, Female Total",2004,76931,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,Bo Town,"Population, Male Total",2004,71774,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,,Average Household Size,2004,5.7,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,,"Dependency Ratio, Child",2004,75.2,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,,"Dependency Ratio, Old Age",2004,8.8,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,,"Dependency Ratio, Total",2004,84,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,,Number of households,2004,53101,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,,Population Total,2004,300256,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,,"Population, 0-14 years - Total %",2004,40.9,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,,"Population, 0-4 years - Total %",2004,15.2,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,,"Population, 15-64 years - Total %",2004,54.3,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,,"Population, 65 years and over - Total %",2004,4.8,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,,"Population, Female Total",2004,152485,Open Data for Africa,opendataforafrica.org
SL,Southern,Bo,,"Population, Male Total",2004,147771,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,Bonthe Urban,Average Household Size,2004,7.6,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,Bonthe Urban,Number of households,2004,1274,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,Bonthe Urban,Population Total,2004,9727,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,Bonthe Urban,"Population, Female Total",2004,5187,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,Bonthe Urban,"Population, Male Total",2004,4540,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,,Average Household Size,2004,5.4,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,,"Dependency Ratio, Child",2004,83.7,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,,"Dependency Ratio, Old Age",2004,13.1,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,,"Dependency Ratio, Total",2004,96.8,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,,Number of households,2004,24211,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,,Population Total,2004,129878,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,,"Population, 0-14 years - Total %",2004,42.5,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,,"Population, 0-4 years - Total %",2004,18.1,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,,"Population, 15-64 years - Total %",2004,50.8,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,,"Population, 65 years and over - Total %",2004,6.7,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,,"Population, Female Total",2004,67361,Open Data for Africa,opendataforafrica.org
SL,Southern,Bonthe,,"Population, Male Total",2004,62517,Open Data for Africa,opendataforafrica.org
SL,Southern,Moyamba,,Average Household Size,2004,5.7,Open Data for Africa,opendataforafrica.org
SL,Southern,Moyamba,,"Dependency Ratio, Child",2004,83.9,Open Data for Africa,opendataforafrica.org
SL,Southern,Moyamba,,"Dependency Ratio, Old Age",2004,6,Open Data for Africa,opendataforafrica.org
SL,Southern,Moyamba,,"Dependency Ratio, Total",2004,95.7,Open Data for Africa,opendataforafrica.org
SL,Southern,Moyamba,,Number of households,2004,45223,Open Data for Africa,opendataforafrica.org
SL,Southern,Moyamba,,Population Total,2004,258506,Open Data for Africa,opendataforafrica.org
SL,Southern,Moyamba,,"Population, 0-14 years - Total %",2004,42.9,Open Data for Africa,opendataforafrica.org
SL,Southern,Moyamba,,"Population, 0-4 years - Total %",2004,17.1,Open Data for Africa,opendataforafrica.org
SL,Southern,Moyamba,,"Population, 15-64 years - Total %",2004,51.1,Open Data for Africa,opendataforafrica.org
SL,Southern,Moyamba,,"Population, 65 years and over - Total %",2004,6,Open Data for Africa,opendataforafrica.org
SL,Southern,Moyamba,,"Population, Female Total",2004,136140,Open Data for Africa,opendataforafrica.org
SL,Southern,Moyamba,,"Population, Male Total",2004,122366,Open Data for Africa,opendataforafrica.org
SL,Southern,Pujehun,,Average Household Size,2004,6.3,Open Data for Africa,opendataforafrica.org
SL,Southern,Pujehun,,"Dependency Ratio, Child",2004,85.2,Open Data for Africa,opendataforafrica.org
SL,Southern,Pujehun,,"Dependency Ratio, Old Age",2004,9.1,Open Data for Africa,opendataforafrica.org
SL,Southern,Pujehun,,"Dependency Ratio, Total",2004,94.4,Open Data for Africa,opendataforafrica.org
SL,Southern,Pujehun,,Number of households,2004,35639,Open Data for Africa,opendataforafrica.org
SL,Southern,Pujehun,,Population Total,2004,225373,Open Data for Africa,opendataforafrica.org
SL,Southern,Pujehun,,"Population, 0-14 years - Total %",2004,43.8,Open Data for Africa,opendataforafrica.org
SL,Southern,Pujehun,,"Population, 0-4 years - Total %",2004,17.4,Open Data for Africa,opendataforafrica.org
SL,Southern,Pujehun,,"Population, 15-64 years - Total %",2004,51.5,Open Data for Africa,opendataforafrica.org
SL,Southern,Pujehun,,"Population, 65 years and over - Total %",2004,4.7,Open Data for Africa,opendataforafrica.org
SL,Southern,Pujehun,,"Population, Female Total",2004,116958,Open Data for Africa,opendataforafrica.org
SL,Southern,Pujehun,,"Population, Male Total",2004,108415,Open Data for Africa,opendataforafrica.org
SL,Western,,,Average Household Size,2004,5.7,Open Data for Africa,opendataforafrica.org
SL,Western,,,"Dependency Ratio, Child",2004,62.3,Open Data for Africa,opendataforafrica.org
SL,Western,,,"Dependency Ratio, Old Age",2004,4.8,Open Data for Africa,opendataforafrica.org
SL,Western,,,"Dependency Ratio, Total",2004,67.1,Open Data for Africa,opendataforafrica.org
SL,Western,,,Number of households,2004,164198,Open Data for Africa,opendataforafrica.org
SL,Western,,,Population Total,2004,934291,Open Data for Africa,opendataforafrica.org
SL,Western,,,"Population, 0-14 years - Total %",2004,37.3,Open Data for Africa,opendataforafrica.org
SL,Western,,,"Population, 0-4 years - Total %",2004,11.8,Open Data for Africa,opendataforafrica.org
SL,Western,,,"Population, 15-64 years - Total %",2004,59.8,Open Data for Africa,opendataforafrica.org
SL,Western,,,"Population, 65 years and over - Total %",2004,2.8,Open Data for Africa,opendataforafrica.org
SL,Western,,,"Population, Female Total",2004,473687,Open Data for Africa,opendataforafrica.org
SL,Western,,,"Population, Male Total",2004,460604,Open Data for Africa,opendataforafrica.org
SL,Western,Rural,,Average Household Size,2004,5.6,Open Data for Africa,opendataforafrica.org
SL,Western,Rural,,"Dependency Ratio, Child",2004,73.1,Open Data for Africa,opendataforafrica.org
SL,Western,Rural,,"Dependency Ratio, Old Age",2004,5.9,Open Data for Africa,opendataforafrica.org
SL,Western,Rural,,"Dependency Ratio, Total",2004,79,Open Data for Africa,opendataforafrica.org
SL,Western,Rural,,Number of households,2004,30060,Open Data for Africa,opendataforafrica.org
SL,Western,Rural,,Population Total,2004,169807,Open Data for Africa,opendataforafrica.org
SL,Western,Rural,,"Population, 0-14 years - Total %",2004,40.8,Open Data for Africa,opendataforafrica.org
SL,Western,Rural,,"Population, 0-4 years - Total %",2004,14.8,Open Data for Africa,opendataforafrica.org
SL,Western,Rural,,"Population, 15-64 years - Total %",2004,55.9,Open Data for Africa,opendataforafrica.org
SL,Western,Rural,,"Population, 65 years and over - Total %",2004,3.3,Open Data for Africa,opendataforafrica.org
SL,Western,Rural,,"Population, Female Total",2004,87164,Open Data for Africa,opendataforafrica.org
SL,Western,Rural,,"Population, Male Total",2004,82643,Open Data for Africa,opendataforafrica.org
SL,Western,Urban,,Average Household Size,2004,5.7,Open Data for Africa,opendataforafrica.org
SL,Western,Urban,,"Dependency Ratio, Child",2004,60.1,Open Data for Africa,opendataforafrica.org
SL,Western,Urban,,"Dependency Ratio, Old Age",2004,4.6,Open Data for Africa,opendataforafrica.org
SL,Western,Urban,,"Dependency Ratio, Total",2004,64.7,Open Data for Africa,opendataforafrica.org
SL,Western,Urban,,Number of households,2004,134138,Open Data for Africa,opendataforafrica.org
SL,Western,Urban,,Population Total,2004,764484,Open Data for Africa,opendataforafrica.org
SL,Western,Urban,,"Population, 0-14 years - Total %",2004,36.5,Open Data for Africa,opendataforafrica.org
SL,Western,Urban,,"Population, 0-4 years - Total %",2004,11.2,Open Data for Africa,opendataforafrica.org
SL,Western,Urban,,"Population, 15-64 years - Total %",2004,60.7,Open Data for Africa,opendataforafrica.org
SL,Western,Urban,,"Population, 65 years and over - Total %",2004,2.8,Open Data for Africa,opendataforafrica.org
SL,Western,Urban,,"Population, Female Total",2004,386523,Open Data for Africa,opendataforafrica.org
SL,Western,Urban,,"Population, Male Total",2004,377961,Open Data for Africa,opendataforafrica.org
