Country,L1,Demographic,Date,Value,Source,Source URL
LR,Bong,"Population, 55-59 years - Female",2008,3038,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 55-59 years - Male",2008,3112,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 55-59 years - Total",2008,6150,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 60-64 years - Female",2008,3157,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 60-64 years - Male",2008,2717,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 60-64 years - Total",2008,5874,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 65-69 years - Female",2008,2683,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 65-69 years - Male",2008,2470,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 65-69 years - Total",2008,5153,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 70-74 years - Female",2008,1528,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 70-74 years - Male",2008,1446,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 70-74 years - Total",2008,2974,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 75-79 years - Female",2008,1455,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 75-79 years - Male",2008,1572,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 75-79 years - Total",2008,3027,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 80-84 years - Female",2008,659,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 80-84 years - Male",2008,631,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 80-84 years - Total",2008,1290,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 85 years and over - Female",2008,1098,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 85 years and over - Male",2008,1203,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, 85 years and over - Total",2008,2301,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, Female Total",2008,93730,Open Data for Africa,opendataforafrica.org
LR,Bong,"Population, Male Total",2008,84753,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,Annual GrowthRate (%),2008,2.3,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,Average Household Size,2008,5.6,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,Population Density,2008,22,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,Population Total,2008,83388,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 0-4 years - Female",2008,5908,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 0-4 years - Male",2008,6269,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 0-4 years - Total",2008,12177,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 10-14 years - Female",2008,5025,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 10-14 years - Male",2008,5422,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 10-14 years - Total",2008,10447,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 15-19 years - Female",2008,4371,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 15-19 years - Male",2008,4882,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 15-19 years - Total",2008,9253,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 20-24 years - Female",2008,3811,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 20-24 years - Male",2008,3790,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 20-24 years - Total",2008,7601,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 25-29 years - Female",2008,3198,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 25-29 years - Male",2008,3761,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 25-29 years - Total",2008,6959,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 30-34 years - Female",2008,2314,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 30-34 years - Male",2008,2757,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 30-34 years - Total",2008,5071,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 35-39 years - Female",2008,2427,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 35-39 years - Male",2008,2598,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 35-39 years - Total",2008,5025,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 40-44 years - Female",2008,1596,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 40-44 years - Male",2008,2133,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 40-44 years - Total",2008,3729,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 45-49 years - Female",2008,1319,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 45-49 years - Male",2008,1776,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 45-49 years - Total",2008,3095,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 5-9 years - Female",2008,6191,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 5-9 years - Male",2008,6301,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 5-9 years - Total",2008,12492,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 50-54 years - Female",2008,775,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 50-54 years - Male",2008,1114,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 50-54 years - Total",2008,1889,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 55-59 years - Female",2008,660,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 55-59 years - Male",2008,860,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 55-59 years - Total",2008,1520,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 60-64 years - Female",2008,663,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 60-64 years - Male",2008,717,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 60-64 years - Total",2008,1380,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 65-69 years - Female",2008,574,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 65-69 years - Male",2008,617,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 65-69 years - Total",2008,1191,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 70-74 years - Female",2008,206,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 70-74 years - Male",2008,322,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 70-74 years - Total",2008,528,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 75-79 years - Female",2008,224,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 75-79 years - Male",2008,309,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 75-79 years - Total",2008,533,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 80-84 years - Female",2008,89,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 80-84 years - Male",2008,111,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 80-84 years - Total",2008,200,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 85 years and over - Female",2008,131,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 85 years and over - Male",2008,167,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, 85 years and over - Total",2008,298,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, Female Total",2008,39482,Open Data for Africa,opendataforafrica.org
LR,Gbarpolu,"Population, Male Total",2008,43906,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,Annual GrowthRate (%),2008,1.4,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,Average Household Size,2008,5.4,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,Population Density,2008,73,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,Population Total,2008,221693,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 0-4 years - Female",2008,19549,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 0-4 years - Male",2008,20093,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 0-4 years - Total",2008,39642,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 10-14 years - Female",2008,10439,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 10-14 years - Male",2008,11990,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 10-14 years - Total",2008,22429,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 15-19 years - Female",2008,9277,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 15-19 years - Male",2008,8856,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 15-19 years - Total",2008,18133,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 20-24 years - Female",2008,10622,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 20-24 years - Male",2008,8194,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 20-24 years - Total",2008,18816,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 25-29 years - Female",2008,9450,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 25-29 years - Male",2008,8267,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 25-29 years - Total",2008,17717,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 30-34 years - Female",2008,7166,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 30-34 years - Male",2008,6544,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 30-34 years - Total",2008,13710,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 35-39 years - Female",2008,7631,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 35-39 years - Male",2008,6920,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 35-39 years - Total",2008,14551,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 40-44 years - Female",2008,5216,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 40-44 years - Male",2008,5874,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 40-44 years - Total",2008,11090,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 45-49 years - Female",2008,4025,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 45-49 years - Male",2008,4747,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 45-49 years - Total",2008,8772,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 5-9 years - Female",2008,15634,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 5-9 years - Male",2008,16604,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 5-9 years - Total",2008,32238,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 50-54 years - Female",2008,2741,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 50-54 years - Male",2008,3317,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 50-54 years - Total",2008,6058,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 55-59 years - Female",2008,2146,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 55-59 years - Male",2008,2431,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 55-59 years - Total",2008,4577,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 60-64 years - Female",2008,2215,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 60-64 years - Male",2008,2209,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 60-64 years - Total",2008,4424,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 65-69 years - Female",2008,1723,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 65-69 years - Male",2008,1671,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 65-69 years - Total",2008,3394,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 70-74 years - Female",2008,1015,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 70-74 years - Male",2008,1030,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 70-74 years - Total",2008,2045,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 75-79 years - Female",2008,825,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 75-79 years - Male",2008,1017,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 75-79 years - Total",2008,1842,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 80-84 years - Female",2008,468,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 80-84 years - Male",2008,412,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 80-84 years - Total",2008,880,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 85 years and over - Female",2008,638,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 85 years and over - Male",2008,737,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, 85 years and over - Total",2008,1375,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, Female Total",2008,110780,Open Data for Africa,opendataforafrica.org
LR,Grand Bassa,"Population, Male Total",2008,110913,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,Annual GrowthRate (%),2008,2,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,Average Household Size,2008,4.8,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,Population Density,2008,65,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,Population Total,2008,127076,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 0-4 years - Female",2008,10615,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 0-4 years - Male",2008,10814,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 0-4 years - Total",2008,21429,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 10-14 years - Female",2008,6345,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 10-14 years - Male",2008,7625,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 10-14 years - Total",2008,13970,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 15-19 years - Female",2008,6586,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 15-19 years - Male",2008,7058,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 15-19 years - Total",2008,13644,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 20-24 years - Female",2008,6132,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 20-24 years - Male",2008,5473,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 20-24 years - Total",2008,11605,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 25-29 years - Female",2008,5556,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 25-29 years - Male",2008,5460,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 25-29 years - Total",2008,11016,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 30-34 years - Female",2008,3667,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 30-34 years - Male",2008,4037,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 30-34 years - Total",2008,7704,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 35-39 years - Female",2008,3683,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 35-39 years - Male",2008,3793,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 35-39 years - Total",2008,7476,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 40-44 years - Female",2008,2450,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 40-44 years - Male",2008,2786,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 40-44 years - Total",2008,5236,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 45-49 years - Female",2008,1867,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 45-49 years - Male",2008,2274,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 45-49 years - Total",2008,4141,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 5-9 years - Female",2008,9369,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 5-9 years - Male",2008,10166,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 5-9 years - Total",2008,19535,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 50-54 years - Female",2008,1248,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 50-54 years - Male",2008,1545,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 50-54 years - Total",2008,2793,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 55-59 years - Female",2008,836,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 55-59 years - Male",2008,1089,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 55-59 years - Total",2008,1925,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 60-64 years - Female",2008,982,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 60-64 years - Male",2008,1081,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 60-64 years - Total",2008,2063,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 65-69 years - Female",2008,715,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 65-69 years - Male",2008,847,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 65-69 years - Total",2008,1562,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 70-74 years - Female",2008,419,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 70-74 years - Male",2008,526,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 70-74 years - Total",2008,945,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 75-79 years - Female",2008,416,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 75-79 years - Male",2008,564,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 75-79 years - Total",2008,980,Open Data for Africa,opendataforafrica.org
