Name,Height,Width,Image
forced-recruitment,40,40,HIIMS/forced-recruitment.png
fund,40,40,HIIMS/fund.png
gap-analysis,40,40,HIIMS/gap-analysis.png
gas-station,40,40,HIIMS/gas-station.png
go,40,40,HIIMS/go.png
government-office,40,40,HIIMS/government-office.png
group,40,40,HIIMS/group.png
harassment-intimidation,40,40,HIIMS/harassment-intimidation.png
health,40,40,HIIMS/health.png
health-facility,40,40,HIIMS/health-facility.png
health-facility-affected,40,40,HIIMS/health-facility-affected.png
health-facility-destroyed,40,40,HIIMS/health-facility-destroyed.png
health-facility-not-affected,40,40,HIIMS/health-facility-not-affected.png
health-post,40,40,HIIMS/health-post.png
heatwave,40,40,HIIMS/heatwave.png
heavy-rain,40,40,HIIMS/heavy-rain.png
helicopter,40,40,HIIMS/helicopter.png
helipad,40,40,HIIMS/helipad.png
help,40,40,HIIMS/help.png
hidden,40,40,HIIMS/hidden.png
hindu-temple,40,40,HIIMS/hindu-temple.png
hospital,40,40,HIIMS/hospital.png
hotel,40,40,HIIMS/hotel.png
house,40,40,HIIMS/house.png
house-affected,40,40,HIIMS/house-affected.png
house-destroyed,40,40,HIIMS/house-destroyed.png
house-burned,40,40,HIIMS/house-burned.png
house-not-affected,40,40,HIIMS/house-not-affected.png
humanitarian-access,40,40,HIIMS/humanitarian-access.png
humanitarian-programme-cycle,40,40,HIIMS/humanitarian-programme-cycle.png
idp-refugee-camp,40,40,HIIMS/idp-refugee-camp.png
infant,40,40,HIIMS/infant.png
infant-formula,40,40,HIIMS/infant-formula.png
information-management,40,40,HIIMS/information-management.png
information-technology,40,40,HIIMS/information-technology.png
infrastructure,40,40,HIIMS/infrastructure.png
injured,40,40,HIIMS/injured.png
innovation,40,40,HIIMS/innovation.png
insect-infestation,40,40,HIIMS/insect-infestation.png
internally-displaced,40,40,HIIMS/internally-displaced.png
internet,40,40,HIIMS/internet.png
kitchen-set,40,40,HIIMS/kitchen-set.png
landslide-mudslide,40,40,HIIMS/landslide-mudslide.png
laptop,40,40,HIIMS/laptop.png
latrine-cabin,40,40,HIIMS/latrine-cabin.png
leadership,40,40,HIIMS/leadership.png
learning,40,40,HIIMS/learning.png
link,40,40,HIIMS/link.png
livelihood,40,40,HIIMS/livelihood.png
livestock,40,40,HIIMS/livestock.png
location,40,40,HIIMS/location.png
locust-infestation,40,40,HIIMS/locust-infestation.png
logistics,40,40,HIIMS/logistics.png
map,40,40,HIIMS/map.png
mattress,40,40,HIIMS/mattress.png
medical-supply,40,40,HIIMS/medical-supply.png
medicine,40,40,HIIMS/medicine.png
meeting,40,40,HIIMS/meeting.png
menu,40,40,HIIMS/menu.png
military-gate,40,40,HIIMS/military-gate.png
mine,40,40,HIIMS/mine.png
missing,40,40,HIIMS/missing.png
mobile-clinic,40,40,HIIMS/mobile-clinic.png
mobile-phone,40,40,HIIMS/mobile-phone.png
monitor,40,40,HIIMS/monitor.png
monitoring,40,40,HIIMS/monitoring.png
more-options,40,40,HIIMS/more-options.png
mosque,40,40,HIIMS/mosque.png
mosquito-net,40,40,HIIMS/mosquito-net.png
multi-cluster-sector,40,40,HIIMS/multi-cluster-sector.png
murder,40,40,HIIMS/murder.png
national-army,40,40,HIIMS/national-army.png
needs-assessment,40,40,HIIMS/needs-assessment.png
next-item,40,40,HIIMS/next-item.png
ngo-office,40,40,HIIMS/ngo-office.png
non-food-items,40,40,HIIMS/non-food-items.png
non-food-items-2,40,40,HIIMS/non-food-items-2.png
not-affected,40,40,HIIMS/not-affected.png
notification,40,40,HIIMS/notification.png
nutrition,40,40,HIIMS/nutrition.png
observation-tower,40,40,HIIMS/observation-tower.png
oil,40,40,HIIMS/oil.png
out-of-platform,40,40,HIIMS/out-of-platform.png
partnership,40,40,HIIMS/partnership.png
pause,40,40,HIIMS/pause.png
peacekeeping-force,40,40,HIIMS/peacekeeping-force.png
people-in-need,40,40,HIIMS/people-in-need.png
people-targeted,40,40,HIIMS/people-targeted.png
people-with-physical-impairments,40,40,HIIMS/people-with-physical-impairments.png
permanent-camp,40,40,HIIMS/permanent-camp.png
person-1,40,40,HIIMS/person-1.png
person-2,40,40,HIIMS/person-2.png
photo,40,40,HIIMS/photo.png
physical-closure,40,40,HIIMS/physical-closure.png
plastic-sheeting,40,40,HIIMS/plastic-sheeting.png
police-station,40,40,HIIMS/police-station.png
policy,40,40,HIIMS/policy.png
population-growth,40,40,HIIMS/population-growth.png
population-return,40,40,HIIMS/population-return.png
port,40,40,HIIMS/port.png
port-affected,40,40,HIIMS/port-affected.png
port-destroyed,40,40,HIIMS/port-destroyed.png
port-not-affected,40,40,HIIMS/port-not-affected.png
potable-water,40,40,HIIMS/potable-water.png
potable-water-source,40,40,HIIMS/potable-water-source.png
pregnant,40,40,HIIMS/pregnant.png
preparedness,40,40,HIIMS/preparedness.png
previous-item,40,40,HIIMS/previous-item.png
print,40,40,HIIMS/print.png
protection,40,40,HIIMS/protection.png
public-information,40,40,HIIMS/public-information.png
radio,40,40,HIIMS/radio.png
rebel,40,40,HIIMS/rebel.png
reconstruction,40,40,HIIMS/reconstruction.png
refugee,40,40,HIIMS/refugee.png
registration,40,40,HIIMS/registration.png
relief-goods,40,40,HIIMS/relief-goods.png
remove,40,40,HIIMS/remove.png
remove-document,40,40,HIIMS/remove-document.png
report,40,40,HIIMS/report.png
reporting,40,40,HIIMS/reporting.png
response,40,40,HIIMS/response.png
return,40,40,HIIMS/return.png
rice,40,40,HIIMS/rice.png
road,40,40,HIIMS/road.png
road-affected,40,40,HIIMS/road-affected.png
road-barrier,40,40,HIIMS/road-barrier.png
roadblock,40,40,HIIMS/roadblock.png
road-destroyed,40,40,HIIMS/road-destroyed.png
road-not-affected,40,40,HIIMS/road-not-affected.png
robbery,40,40,HIIMS/robbery.png
rule-of-law-and-justice,40,40,HIIMS/rule-of-law-and-justice.png
rural,40,40,HIIMS/rural.png
rural-exodus,40,40,HIIMS/rural-exodus.png
safety-and-security,40,40,HIIMS/safety-and-security.png
salt,40,40,HIIMS/salt.png
sanitation,40,40,HIIMS/sanitation.png
satelite-dish,40,40,HIIMS/satelite-dish.png
save,40,40,HIIMS/save.png
scale-down-operation,40,40,HIIMS/scale-down-operation.png
scale-up-operation,40,40,HIIMS/scale-up-operation.png
school,40,40,HIIMS/school.png
school-affected,40,40,HIIMS/school-affected.png
school-destroyed,40,40,HIIMS/school-destroyed.png
school-not-affected,40,40,HIIMS/school-not-affected.png
search,40,40,HIIMS/search.png
see,40,40,HIIMS/see.png
selected,40,40,HIIMS/selected.png
services-and-tools,40,40,HIIMS/services-and-tools.png
settings,40,40,HIIMS/settings.png
sexual-violence,40,40,HIIMS/sexual-violence.png
share,40,40,HIIMS/share.png
shelter,40,40,HIIMS/shelter.png
ship,40,40,HIIMS/ship.png
shower,40,40,HIIMS/shower.png
smartphone,40,40,HIIMS/smartphone.png
snow-avalanche,40,40,HIIMS/snow-avalanche.png
snowfall,40,40,HIIMS/snowfall.png
soap,40,40,HIIMS/soap.png
solid-waste,40,40,HIIMS/solid-waste.png
spontaneous-site,40,40,HIIMS/spontaneous-site.png
spring-water,40,40,HIIMS/spring-water.png
staff-management,40,40,HIIMS/staff-management.png
stop,40,40,HIIMS/stop.png
storm,40,40,HIIMS/storm.png
storm-surge,40,40,HIIMS/storm-surge.png
stove,40,40,HIIMS/stove.png
submersible-pump,40,40,HIIMS/submersible-pump.png
sugar,40,40,HIIMS/sugar.png
table,40,40,HIIMS/table.png
tarpaulin,40,40,HIIMS/tarpaulin.png
technological-disaster,40,40,HIIMS/technological-disaster.png
temporary-camp,40,40,HIIMS/temporary-camp.png
tent,40,40,HIIMS/tent.png
toilet,40,40,HIIMS/toilet.png
tornado,40,40,HIIMS/tornado.png
trade-and-market,40,40,HIIMS/trade-and-market.png
train,40,40,HIIMS/train.png
training,40,40,HIIMS/training.png
transition-site,40,40,HIIMS/transition-site.png
trending,40,40,HIIMS/trending.png
truck,40,40,HIIMS/truck.png
tsunami,40,40,HIIMS/tsunami.png
tunnel,40,40,HIIMS/tunnel.png
un-compound-office,40,40,HIIMS/un-compound-office.png
university,40,40,HIIMS/university.png
un-vehicle,40,40,HIIMS/un-vehicle.png
up,40,40,HIIMS/up.png
upload,40,40,HIIMS/upload.png
urban,40,40,HIIMS/urban.png
urban-rural,40,40,HIIMS/urban-rural.png
user,40,40,HIIMS/user.png
users,40,40,HIIMS/users.png
vaccine,40,40,HIIMS/vaccine.png
video,40,40,HIIMS/video.png
violent-wind,40,40,HIIMS/violent-wind.png
volcano,40,40,HIIMS/volcano.png
walkie-talkie,40,40,HIIMS/walkie-talkie.png
warning-error,40,40,HIIMS/warning-error.png
water-sanitation-hygiene,40,40,HIIMS/water-sanitation-hygiene.png
water-source,40,40,HIIMS/water-source.png
water-trucking,40,40,HIIMS/water-trucking.png
zip-compressed,40,40,HIIMS/zip-compressed.png
