uid,role,description,controller,function,table,uacl,oacl,hidden,system,protected,Notes
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,,,asset_asset,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,hrm,,,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,hrm,person,,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,hrm,staff,,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,hrm,volunteer,,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,org,,,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,org,office,,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,org,organisation,,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,,,org_organisation,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,pr,,,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,,,pr_contact,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,,,pr_person,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,pr,person,,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,project,,,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,req,,,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,vol,,,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,inv,,,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,inv,warehouse,,READ|CREATE|UPDATE|DELETE,,,,,
ORG_ADMIN,Organisation Admin,Can manage Organisation Users and control all record permissions,,,inv_inv_item,READ|CREATE|UPDATE|DELETE,,,,,
HR_MANAGER,hr_manager,Human Resources Manager,hrm,,,READ|CREATE|UPDATE|DELETE,,,,,
HR_MANAGER,hr_manager,Human Resources Manager,hrm,person,,READ|CREATE|UPDATE|DELETE,,,,,
HR_MANAGER,hr_manager,Human Resources Manager,hrm,staff,,READ|CREATE|UPDATE|DELETE,,,,,
HR_MANAGER,hr_manager,Human Resources Manager,hrm,volunteer,,READ|CREATE|UPDATE|DELETE,,,,,
HR_MANAGER,hr_manager,Human Resources Manager,pr,,,READ|CREATE|UPDATE|DELETE,,,,,
HR_MANAGER,hr_manager,Human Resources Manager,,,pr_person,READ|CREATE|UPDATE|DELETE,,,,,
HR_MANAGER,hr_manager,Human Resources Manager,pr,person,,READ|CREATE|UPDATE|DELETE,,,,,
HR_MANAGER,hr_manager,Human Resources Manager,vol,,,READ|CREATE|UPDATE|DELETE,,,,,
LOGS_MANAGER,logs_manager,Logistics Manager,asset,,,READ|CREATE|UPDATE|DELETE,,,,,
LOGS_MANAGER,logs_manager,Logistics Manager,,,asset_asset,READ|CREATE|UPDATE|DELETE,,,,,
LOGS_MANAGER,logs_manager,Logistics Manager,inv,,,READ|CREATE|UPDATE|DELETE,,,,,
LOGS_MANAGER,logs_manager,Logistics Manager,inv,warehouse,,READ|CREATE|UPDATE|DELETE,,,,,
LOGS_MANAGER,logs_manager,Logistics Manager,,,inv_inv_item,READ|CREATE|UPDATE|DELETE,,,,,
PROJECT_MANAGER,project_manager,Project Manager,project,,,READ|CREATE|UPDATE|DELETE,,,,,
STAFF,staff,Staff of an Organisation,,,pr_contact,READ,,,,,
