"Country","ADM1_NAME","ADM3_NAME","Lat","Lon","Elevation"
"PG","Popondetta Urban LLG","Dobuduru",-8.702873,148.442865,71
"PG","Oro Bay Rural LLG","Harigo",-8.711492,148.449195,72
"PG","Oro Bay Rural LLG","Songade",-9.089998,148.621672,123
"PG","Oro Bay Rural LLG","Seboda",-9.059715,148.576745,-4
"PG","Oro Bay Rural LLG","Gunimba",-9.055118,148.573909,17
"PG","Oro Bay Rural LLG","Pongani",-9.049665,148.569846,6
"PG","Higaturu Rural LLG","Jegarahambo",-9.047231,148.567435,78
"PG","Oro Bay Rural LLG","Puin",-9.0434,148.563337,74
"PG","Oro Bay Rural LLG","Jeburugaiari",-9.046046,148.565825,80
"PG","Oro Bay Rural LLG","Basada",-9.041149,148.559856,77
"PG","Oro Bay Rural LLG","Kevi",-9.035843,148.55573,73
"PG","Kokoda Rural LLG","Endaduru",-8.997816,148.526439,79
"PG","Oro Bay Rural LLG","Waiwa",-8.95048,148.519345,77
"PG","Oro Bay Rural LLG","Dpi Station - Oro Bay",-8.891397,148.488551,303
"PG","Oro Bay Rural LLG","Koira (Beanga)",-8.33088,148.188925,38
"PG","Oro Bay Rural LLG","Kurereda",-8.46535,148.227091,42
"PG","Oro Bay Rural LLG","Batari",-8.474931,148.130396,78
"PG","Oro Bay Rural LLG","Urugari",-8.522692,148.215456,90
"PG","Oro Bay Rural LLG","Bakubari",-8.55765,148.224345,113
"PG","Oro Bay Rural LLG","Napapo",-8.596765,148.25705,79
"PG","Tamata Rural LLG","Taututu",-8.128569,148.018633,86
"PG","Tamata Rural LLG","Ombarede",-8.141674,148.019862,103
"PG","Tamata Rural LLG","Sia",-8.166929,148.027641,-27
"PG","Tamata Rural LLG","Bebewa",-8.180524,148.015346,69
"PG","Tamata Rural LLG","Iaudari No. 1",-8.361356,147.833529,200
"PG","Tamata Rural LLG","Ioma Station Cp-2,8 9, & 301",-8.365306,147.813558,117
"PG","Tamata Rural LLG","Jino",-8.359691,147.800923,120
"PG","Tamata Rural LLG","Dodove",-8.357547,147.804568,47
"PG","Oro Bay Rural LLG","Iwaie",-8.152565,148.142466,106
"PG","Oro Bay Rural LLG","Ijina",-8.191889,148.161511,97
"PG","Oro Bay Rural LLG","Bindari",-8.222654,148.165841,29
"PG","Oro Bay Rural LLG","Taiya",-8.23377,148.169335,29
"PG","Oro Bay Rural LLG","Kainde",-8.261604,148.187406,64
"PG","Oro Bay Rural LLG","Ambasi",-8.264754,148.188917,70
"PG","Oro Bay Rural LLG","Oure",-8.309917,148.205325,85
"PG","Oro Bay Rural LLG","Katuna",-8.422828,148.219045,77
"PG","Oro Bay Rural LLG","Kari Kambo",-9.072552,148.549084,110
"PG","Oro Bay Rural LLG","Wai-E",-9.114485,148.557878,110
"PG","Oro Bay Rural LLG","Iwuji",-9.127225,148.563253,57
"PG","Oro Bay Rural LLG","Yapani",-9.143976,148.566519,102
"PG","Oro Bay Rural LLG","Bareji H/Sch",-9.154111,148.569904,55
"PG","Oro Bay Rural LLG","Nembadi",-9.17103,148.589527,135
"PG","Oro Bay Rural LLG","Ginei",-9.171149,148.599732,93
"PG","Oro Bay Rural LLG","Gobera",-9.168215,148.605615,90
"PG","Oro Bay Rural LLG","Peresa",-9.054,148.55736,97
"PG","Tamata Rural LLG","Mambututu",-8.072419,147.991807,110
"PG","Tamata Rural LLG","Manau",-8.066093,147.980194,75
"PG","Tamata Rural LLG","Jingada, Cp 02 & 03",-8.081288,147.886718,75
"PG","Tamata Rural LLG","Warawagi",-8.173524,147.788195,110
"PG","Tamata Rural LLG","Usibe",-8.178319,147.816799,0
"PG","Tamata Rural LLG","Wagadari",-8.169697,147.835327,160
"PG","Tamata Rural LLG","Wade",-8.169788,147.855724,98
"PG","Tamata Rural LLG","Ainsi",-8.152302,147.863678,87
"PG","Tamata Rural LLG","Peio",-8.153694,147.864677,71
"PG","Tamata Rural LLG","Baiari",-8.129015,147.867866,100
"PG","Tamata Rural LLG","Taire",-8.118508,147.866268,97
"PG","Tamata Rural LLG","Tubi",-8.084056,147.862581,61
"PG","Tamata Rural LLG","Kotaure C/Sch",-8.047253,147.908983,95
"PG","Cape Nelson Rural LLG","Orotoaba",-9.139367,149.29908,134
"PG","Cape Nelson Rural LLG","Kirakira",-9.143785,149.323034,106
"PG","Cape Nelson Rural LLG","Tainabuna",-9.124614,149.32751,33
"PG","Cape Nelson Rural LLG","Barabara",-9.125299,149.307814,213
"PG","Cape Nelson Rural LLG","Bauwame",-9.113887,149.322441,157
"PG","Cape Nelson Rural LLG","Konabu",-9.092325,149.318679,157
"PG","Cape Nelson Rural LLG","Fanebara",-9.094188,149.313761,157
"PG","Cape Nelson Rural LLG","Goodenough",-9.090846,149.314594,162
"PG","Cape Nelson Rural LLG","Leilioa",-9.090223,149.311029,179
"PG","Cape Nelson Rural LLG","Kabuni",-9.098459,149.296111,254
"PG","Cape Nelson Rural LLG","Mano",-9.09201,149.295287,84
"PG","Cape Nelson Rural LLG","Baga",-9.100137,149.323073,92
"PG","Cape Nelson Rural LLG","Komoa",-9.089132,149.322753,149
"PG","Cape Nelson Rural LLG","Ganjiga",-9.448936,149.20087,-6
"PG","Cape Nelson Rural LLG","Uiaku",-9.453516,149.20169,53
"PG","Cape Nelson Rural LLG","Sebaga",-9.089333,148.856556,96
"PG","Cape Nelson Rural LLG","Karesovu",-9.052753,148.93274,96
"PG","Cape Nelson Rural LLG","Gobe",-9.062619,149.005249,90
"PG","Cape Nelson Rural LLG","Tumina",-9.047061,149.0614,81
"PG","Cape Nelson Rural LLG","Angorogo",-9.02006,149.095193,95
"PG","Cape Nelson Rural LLG","Kewansasap",-9.565215,149.415988,-99
"PG","Cape Nelson Rural LLG","Gegerawa",-9.547193,149.377431,-99
"PG","Cape Nelson Rural LLG","Reaga",-9.515145,149.346337,-99
"PG","Cape Nelson Rural LLG","Marua No. 2",-9.51561,149.313651,54
"PG","Cape Nelson Rural LLG","Marua",-9.502202,149.294931,99
"PG","Cape Nelson Rural LLG","Airara",-9.505239,149.290127,49
"PG","Cape Nelson Rural LLG","Koniasi",-9.506239,149.262412,88
"PG","Cape Nelson Rural LLG","Sinapara",-9.504952,149.260992,88
"PG","Cape Nelson Rural LLG","Sinapa",-9.498225,149.258376,65
"PG","Cape Nelson Rural LLG","Yuayu",-9.392605,149.180659,139
"PG","Cape Nelson Rural LLG","Fofo",-9.358192,149.17665,139
"PG","Cape Nelson Rural LLG","Rainu",-9.346897,149.178556,139
"PG","Cape Nelson Rural LLG","Komabun",-9.339967,149.180052,137
"PG","Cape Nelson Rural LLG","Kepple Point",-9.286235,149.225946,84
"PG","Cape Nelson Rural LLG","Uwe C/Sch",-9.216552,149.238573,-12
"PG","Cape Nelson Rural LLG","Gigori",-9.213064,149.24131,58
"PG","Cape Nelson Rural LLG","Marasa",-9.184178,149.258344,88
"PG","Cape Nelson Rural LLG","Tomomon",-9.178324,149.261723,32
"PG","Cape Nelson Rural LLG","Sinifara",-9.173871,149.278965,32
"PG","Cape Nelson Rural LLG","Sarad Miss/Stn",-9.338111,149.156563,32
"PG","Cape Nelson Rural LLG","Naukwate",-9.333002,149.152413,32
"PG","Cape Nelson Rural LLG","Koreaf",-9.342387,149.138425,133
"PG","Cape Nelson Rural LLG","Utan Pltn",-9.313429,149.124503,187
"PG","Cape Nelson Rural LLG","Waiug",-9.336199,149.171381,143
"PG","Cape Nelson Rural LLG","Ajoa",-9.281892,149.186688,-217
"PG","Cape Nelson Rural LLG","Jubadi",-9.175324,149.285653,-7
"PG","Cape Nelson Rural LLG","Kuna",-9.175074,149.291127,-7
"PG","Cape Nelson Rural LLG","Utukwafu",-9.168001,149.294006,49
"PG","Cape Nelson Rural LLG","Siu",-9.164335,149.304987,127
"PG","Cape Nelson Rural LLG","Jebo",-9.155758,149.316729,122
"PG","Cape Nelson Rural LLG","Tufi Govt. Station",-9.079677,149.317052,176
"PG","Cape Nelson Rural LLG","Konedobu",-9.090712,149.283639,394
"PG","Cape Nelson Rural LLG","Kwave",-9.089014,149.276615,244
"PG","Cape Nelson Rural LLG","Founa",-9.016811,149.155416,66
"PG","Cape Nelson Rural LLG","Berebona No. 1 & 2",-9.018089,149.164206,66
"PG","Cape Nelson Rural LLG","Kikita",-9.015885,149.173515,96
"PG","Cape Nelson Rural LLG","Tumari",-9.014663,149.194191,91
"PG","Cape Nelson Rural LLG","Kato Kato",-9.010358,149.201177,-130
"PG","Cape Nelson Rural LLG","Koruwe",-9.005252,149.245464,78
"PG","Cape Nelson Rural LLG","Sinei",-9.010443,149.268507,94
"PG","Cape Nelson Rural LLG","Ako C/Sch",-9.045075,149.063046,97
"PG","Cape Nelson Rural LLG","Bambiti",-9.019149,149.103942,126
"PG","Cape Nelson Rural LLG","Fofoma",-9.036959,149.135462,164
"PG","Cape Nelson Rural LLG","Kaparuru",-9.045719,149.130213,198
"PG","Cape Nelson Rural LLG","Teniaru",-9.019241,149.276256,135
"PG","Cape Nelson Rural LLG","Gavide",-9.019067,149.289315,135
"PG","Cape Nelson Rural LLG","Kasiawa",-9.030927,149.30008,135
"PG","Cape Nelson Rural LLG","Kanavetu",-9.035513,149.310187,75
"PG","Cape Nelson Rural LLG","Kofure",-9.064246,149.328259,176
"PG","Cape Nelson Rural LLG","Rabade",-9.071803,149.322892,85
"PG","Cape Nelson Rural LLG","Dirudadan",-9.337262,149.124936,331
"PG","Cape Nelson Rural LLG","Maffar",-9.339202,149.180374,97
"PG","Cape Nelson Rural LLG","Ajoa C/Sch",-9.281468,149.185729,121
"PG","Cape Nelson Rural LLG","Kikibator",-9.2854,149.194377,101
"PG","Cape Nelson Rural LLG","Managa",-9.172315,149.276949,61
"PG","Cape Nelson Rural LLG","Kabubu",-9.166473,149.268796,148
"PG","Oro Bay Rural LLG","Sebu (Saroda)",-9.06782,149.30222,130
"PG","Cape Nelson Rural LLG","Sefoa Miss/Stn",-9.068313,149.298887,165
"PG","Cape Nelson Rural LLG","Jojo",-9.068635,149.295234,211
"PG","Cape Nelson Rural LLG","Foduma No. 2",-9.068381,149.290116,83
"PG","Cape Nelson Rural LLG","Bekoiana",-9.071504,149.273472,317
"PG","Cape Nelson Rural LLG","Foduma",-9.068435,149.29128,248
"PG","Cape Nelson Rural LLG","Iagirua",-9.080969,149.30666,230
"PG","Oro Bay Rural LLG","Fufuda",-8.547071,148.188365,531
"PG","Oro Bay Rural LLG","Begabari",-8.255797,148.13495,434
"PG","Oro Bay Rural LLG","Jitami/Waitutu",-8.267647,148.148133,437
"PG","Oro Bay Rural LLG","Aure",-8.280925,148.144862,401
"PG","Oro Bay Rural LLG","Dewatutu",-8.283635,148.151142,411
"PG","Oro Bay Rural LLG","Todinasi (Mora)",-8.307705,148.180074,246
"PG","Tamata Rural LLG","Dautami & Cp 05",-8.092403,147.763527,237
"PG","Tamata Rural LLG","Kaiware/Gabu",-8.090698,147.742407,238
"PG","Tamata Rural LLG","Maji Company Base",-8.094007,147.745084,283
"PG","Tamata Rural LLG","Kaiware/Yeni",-8.087944,147.73926,250
"PG","Tamata Rural LLG","Bovera",-8.083773,147.747398,221
"PG","Tamata Rural LLG","Tave",-8.082304,147.767372,219
"PG","Tamata Rural LLG","Boke",-8.056353,147.786213,219
"PG","Tamata Rural LLG","Ina",-8.053531,147.794059,219
"PG","Tamata Rural LLG","Baba",-8.031039,147.793577,219
"PG","Tamata Rural LLG","Waude",-8.025801,147.790455,239
"PG","Tamata Rural LLG","Wavei",-7.998636,147.800042,253
"PG","Kira Rural LLG","Pepeware",-8.015532,147.542052,200
"PG","Kira Rural LLG","Agutami",-8.021416,147.519626,158
"PG","Kira Rural LLG","Gobe",-8.020333,147.482757,219
"PG","Kira Rural LLG","Iema",-8.048465,147.45355,315
"PG","Kira Rural LLG","Repanaga",-8.060068,147.289655,811
"PG","Kira Rural LLG","Avihasa",-8.068013,147.293261,860
"PG","Kira Rural LLG","Orouba",-8.062391,147.292194,808
"PG","Kira Rural LLG","Sekare",-8.057821,147.291388,798
"PG","Kira Rural LLG","Gimine",-8.055219,147.295622,757
"PG","Kira Rural LLG","Takere",-8.057384,147.307215,749
"PG","Kira Rural LLG","Kira",-8.059364,147.312316,543
"PG","Kira Rural LLG","Kira Govt.Station",-8.062751,147.330456,564
"PG","Kira Rural LLG","Girei",-8.101793,147.319338,1093
"PG","Kira Rural LLG","Sedema",-8.1466,147.359466,380
"PG","Kira Rural LLG","Tube",-8.062569,147.432107,379
"PG","Tamata Rural LLG","Kikinonda",-8.533152,147.931446,370
"PG","Tamata Rural LLG","Orobeari",-8.546077,147.944271,175
"PG","Tamata Rural LLG","Dirou",-8.55919,147.955472,194
"PG","Tamata Rural LLG","Sagere",-8.587329,148.050766,147
"PG","Kira Rural LLG","Sigilehari",-8.131964,147.404007,787
"PG","Kira Rural LLG","Oibo",-8.128565,147.39933,557
"PG","Tamata Rural LLG","Iva",-8.527083,147.989952,90
"PG","Tamata Rural LLG","Usuindari",-8.564921,147.935002,148
"PG","Tamata Rural LLG","Poho 2",-8.559425,147.923062,213
"PG","Tamata Rural LLG","Poho 1",-8.54677,147.924878,292
"PG","Tamata Rural LLG","Kaiari",-8.55255,147.868542,283
"PG","Tamata Rural LLG","Koninida",-8.563076,147.896238,285
"PG","Tamata Rural LLG","Petikiari",-8.576583,147.881271,264
"PG","Tamata Rural LLG","Ititi",-8.582542,147.872577,236
"PG","Tamata Rural LLG","Utukiari",-8.594008,147.893656,296
"PG","Tamata Rural LLG","Korisata",-8.595497,147.920496,318
"PG","Tamata Rural LLG","Borugasusu",-8.615272,147.914047,374
"PG","Tamata Rural LLG","Osako",-8.630918,147.920114,373
"PG","Tamata Rural LLG","Onombasusu",-8.599135,147.937364,419
"PG","Tamata Rural LLG","Aurita",-8.626231,147.895958,396
"PG","Tamata Rural LLG","Aurita",-8.62748,147.906086,311
"PG","Higaturu Rural LLG","Onota",-8.755863,147.962683,311
"PG","Higaturu Rural LLG","Hungiri C/ Sch",-8.765818,147.962789,145
"PG","Higaturu Rural LLG","Urarisusu",-8.765341,147.99747,157
"PG","Kokoda Rural LLG","Amada",-8.860992,147.711395,1514
"PG","Kokoda Rural LLG","Haki 1",-8.89086,147.968265,441
"PG","Kokoda Rural LLG","Haki 2",-8.886008,147.95722,237
"PG","Kokoda Rural LLG","Hamara",-8.875095,147.960106,324
"PG","Kokoda Rural LLG","Hojaki",-8.898967,147.974418,412
"PG","Kokoda Rural LLG","Enjoro",-8.98459,148.059301,304
"PG","Kokoda Rural LLG","Putembo",-8.941981,148.091492,659
"PG","Kokoda Rural LLG","Maujeta",-8.939687,148.08255,663
"PG","Kokoda Rural LLG","Asafa",-8.977572,148.105463,814
"PG","Kokoda Rural LLG","Jaiapa",-9.009872,148.119035,618
"PG","Afore Rural LLG","Gorabuna",-9.038897,148.161958,935
