"Template","Template Description","Complete Question","Date Question","Time Question","Location Detail","Priority Question","Section","Section Position","Question","Question Type","Question Notes","Question Position","Question Code","Meta Data"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Community and persons interviewed",3,"Rep. for affected men:","Option",,18,"PHT-18","{'1': 'Male', '3': 'N/A', '2': 'Female', 'Length': '3'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Community and persons interviewed",3,"Rep. for affected women: ","Option",,19,"PHT-19","{'1': 'Male', '3': 'N/A', '2': 'Female', 'Length': '3'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Community and persons interviewed",3,"Rep. of religious groups:","Option",,20,"PHT-20","{'1': 'Male', '3': 'N/A', '2': 'Female', 'Length': '3'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Community and persons interviewed",3,"Rep. for youth:","Option",,21,"PHT-21","{'1': 'Male', '3': 'N/A', '2': 'Female', 'Length': '3'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Community and persons interviewed",3,"Govt. Offices:","String",,22,"PHT-22",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Community and persons interviewed",3,"Names of Int'l NGO's ","String",,23,"PHT-23",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Community and persons interviewed",3,"Names of Nat'l NGO's:","String",,24,"PHT-24",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Community and persons interviewed",3,"Names of Community Based Org:","String",,25,"PHT-25",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Population",4,"C1. Total Population","Grid",,26,"PHT-26-","{'QuestionNo': 1, 'col-cnt': '3', 'row-cnt': '5', 'rows': ['Under 5', '5-17', '18-65', 'Over 65', 'Total'], 'data': [['Numeric', 'Numeric', 'Numeric'], ['Numeric', 'Numeric', 'Numeric'], ['Numeric', 'Numeric', 'Numeric'], ['Numeric', 'Numeric', 'Numeric'], ['Numeric', 'Numeric', 'Numeric']], 'columns': ['# Individuals', 'Female', 'Male']}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Population",4,"C2. Affected","Grid","Includes people having suffered direct loss of property or livelihood, displaced, injured and families of C3 and C4",41,"PHT-27-","{'QuestionNo': 16, 'col-cnt': '2', 'row-cnt': '5', 'rows': ['Under 5', '5-17', '18-65', 'Over 65', 'Total'], 'data': [['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric']], 'columns': ['Female', 'Male']}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Population",4,"C21. Displaced","Grid","Displaced are all persons who have had to leave their homes",51,"PHT-28-","{'QuestionNo': 26, 'col-cnt': '2', 'row-cnt': '5', 'rows': ['Under 6', '5-16', '18-64', 'Over 66', 'Total'], 'data': [['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric']], 'columns': ['Female', 'Male']}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Population",4,"C22. Injured","Grid",,61,"PHT-29-","{'QuestionNo': 36, 'col-cnt': '2', 'row-cnt': '5', 'rows': ['Under 7', '5-15', '18-63', 'Over 67', 'Total'], 'data': [['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric']], 'columns': ['Female', 'Male']}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Population",4,"C3. Deaths","Grid",,71,"PHT-30-","{'QuestionNo': 46, 'col-cnt': '2', 'row-cnt': '5', 'rows': ['Under 8', '5-14', '18-62', 'Over 68', 'Total'], 'data': [['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric']], 'columns': ['Female', 'Male']}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Population",4,"C4. Missing","Grid",,81,"PHT-31-","{'QuestionNo': 56, 'col-cnt': '2', 'row-cnt': '5', 'rows': ['Under 9', '5-13', '18-61', 'Over 69', 'Total'], 'data': [['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric']], 'columns': ['Female', 'Male']}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Population",4,"Has the current crisis caused people to leave?","YesNo",,91,"PHT-32",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Population",4,"If yes, how many:","Grid",,92,"PHT-33-","{'QuestionNo': 67, 'col-cnt': '4', 'row-cnt': '1', 'rows': ['Total'], 'data': [['Numeric', 'Numeric', 'Numeric', 'Numeric']], 'columns': ['Men:', 'Women:', 'Girls:', 'Boys:']}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Population",4,"Has the current crisis caused people to arrive?","YesNo",,96,"PHT-34",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Population",4,"If yes, how many:","Grid",,97,"PHT-35-","{'QuestionNo': 72, 'col-cnt': '4', 'row-cnt': '1', 'rows': ['Total'], 'data': [['Numeric', 'Numeric', 'Numeric', 'Numeric']], 'columns': ['Men:', 'Women:', 'Girls:', 'Boys:']}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Supp. Information about Affected Population",5,"Total # families:","Numeric",,101,"PHT-36",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Supp. Information about Affected Population",5,"# single-headed fam.:","Numeric",,102,"PHT-37",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Supp. Information about Affected Population",5,"# fam. in evac. centres:","Numeric",,103,"PHT-38",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Supp. Information about Affected Population",5,"# fam. staying in the open:","Numeric","Out of camps",104,"PHT-39",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Supp. Information about Affected Population",5,"# fam. staying in temporary camps:","Numeric",,105,"PHT-40",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Supp. Information about Affected Population",5,"# fam. staying with host families:","Numeric",,106,"PHT-41",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Supp. Information about Affected Population",5,"Unaccompanied elderly (# pers.):","Numeric",,107,"PHT-42",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Supp. Information about Affected Population",5,"Unaccompanied minors (# pers.)","Numeric",,108,"PHT-43",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Supp. Information about Affected Population",5,"Disabled (# pers.)","Numeric",,109,"PHT-44",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Supp. Information about Affected Population",5,"Chronic illness (# pers.)","Numeric",,110,"PHT-45",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Supp. Information about Affected Population",5,"Pregnant / lactating women (# pers.)","Numeric",,111,"PHT-46",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Supp. Information about Affected Population",5,"Other:","String",,112,"PHT-47",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Supp. Information about Affected Population",5,"Are affected population numbers consistent with observations?","Option",,113,"PHT-48","{'1': 'Yes', '3': 'No - Affected population numbers observed seem\nLOWER than numbers given in interviews', '2': 'No - Affected population numbers observed seem\nHIGHER than numbers given in interviews', 'Length': '3'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Supp. Information about Affected Population",5,"Comments on population numbers","Text",,114,"PHT-49",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Electricity",6,"Power lines (grid)","Option",,115,"PHT-50","{'1': 'N/A', '3': 'Not working', '2': 'Working', 'Length': '3'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Electricity",6,"Diesel generator","Option",,116,"PHT-51","{'1': 'N/A', '3': 'Not working', '2': 'Working', 'Length': '3'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Electricity",6,"w/fuel for # days:","Numeric",,117,"PHT-52",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Electricity",6,"Solar/Wind/Hydro-Elec","Option",,118,"PHT-53","{'1': 'N/A', '3': 'Not working', '2': 'Working', 'Length': '3'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Electricity",6,"None","Option",,119,"PHT-54","{'Length': '0'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Electricity",6,"Hrs of electricity per day BEFORE:","Option",,120,"PHT-55","{'1': '0-6 hrs', '3': '12-18 hrs', '2': '6-12 hrs', 'Length': '4', '4': '18-24 hrs'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Electricity",6,"Hrs of electricity per day NOW:","Option",,121,"PHT-56","{'1': '0-6 hrs', '3': '12-18 hrs', '2': '6-12 hrs', 'Length': '4', '4': '18-24 hrs'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Community facilities",7,"Working health facility","Option",,122,"PHT-57","{'Length': '5', '1': 'Aid post', '3': 'with doctor?', '2': 'Health centre', '5': 'None', '4': 'Hospital'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Community facilities",7,"Distance to health centre (km)","Numeric",,123,"PHT-58",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Community facilities",7,"Place(s) of Worship:","Option",,124,"PHT-59","{'1': 'Fully usable', '3': 'Destroyed', '2': 'Partly usable', 'Length': '4', '4': 'N/A'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Community facilities",7,"Police Post:","Option",,125,"PHT-60","{'1': 'Fully usable', '3': 'Destroyed', '2': 'Partly usable', 'Length': '4', '4': 'N/A'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Communications",8,"G. Communications","Grid","One number for each type",126,"PHT-61-","{'QuestionNo': 1, 'col-cnt': '5', 'row-cnt': '5', 'rows': ['Mobile Phone:', 'Fixed Line:', 'Fax Line:', 'HF Radio:', 'Satellite Phone:'], 'data': [['String', 'String', 'String', 'String', 'String'], ['String', 'String', 'String', 'String', 'String'], ['String', 'String', 'String', 'String', 'String'], ['String', 'String', 'String', 'String', 'String'], ['String', 'String', 'String', 'String', 'String']], 'columns': ['No', 'Yes (but not working)', 'Yes', 'Name/Org', 'Tel. Number']}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Communications",8,"TV/Radio/Int. Reception","Option",,151,"PHT-62","{'1': 'FM Radio', '3': 'Television', '2': 'AM Radio (National BC)', 'Length': '4', '4': 'Internet'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Communications",8,"Are radios available locally?","Option",,152,"PHT-63","{'1': 'No', '3': 'Yes but expensive', '2': 'Yes', 'Length': '3'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Communications",8,"Is there a need for a specialized telecommunications team?","Option",,153,"PHT-64","{'1': 'No: The communication infra-structure is functioning adequately', '3': 'No: Communications are insufficient, but this is due to damage elsewhere', '2': 'No: Communications are not sufficient, but this is a pre-existing condition', 'Length': '4', '4': 'Yes: A specialized communications repair team is necessary'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Communications",8,"Comment on type of repairs or equipment needed","Text",,154,"PHT-65",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Shelter",9,"Accommodation","Grid",,155,"PHT-66-","{'QuestionNo': 1, 'col-cnt': '4', 'PHT-66-10': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-66-11': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-66-12': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-66-3': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-66-2': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'row-cnt': '3', 'rows': ['Leaf houses', 'Semi-Permanent', 'Permanent'], 'PHT-66-6': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-66-1': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-66-4': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-66-5': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-66-8': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-66-9': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'data': [['Option', 'Option', 'Option', 'Option'], ['Option', 'Option', 'Option', 'Option'], ['Option', 'Option', 'Option', 'Option']], 'columns': ['Tot. number of buildings', 'Moderately damaged', 'Severly damaged', 'Completely destroyed'], 'PHT-66-7': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Shelter",9,"Is damage easy to evaluate","YesNo",,167,"PHT-67",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Shelter",9,"Can urgent repairs be carried out by local pop.?","YesNo",,168,"PHT-68",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Shelter",9,"Comment on status or type of buildings damaged","Text","Are all buildings damaged in same area? Is damage obvious? Is there secondary damage? Is a particular ethnic/religious group more affected more than the others? Can government offices still function?",169,"PHT-69",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Shelter",9,"Most needed:","Option",,170,"PHT-70","{'Length': '6', '1': 'N/A', '3': 'Plastic sheets', '2': 'Tent', '5': 'Mattress/Mats', '4': 'Clothes', '6': 'Other (Specify above)'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Emergency Education",10,"# schools where building damage is:","Grid",,171,"PHT-71-","{'QuestionNo': 1, 'col-cnt': '3', 'row-cnt': '3', 'rows': ['Early education', 'Primary', 'Secondary'], 'data': [['Numeric', 'Numeric', 'Numeric'], ['Numeric', 'Numeric', 'Numeric'], ['Numeric', 'Numeric', 'Numeric']], 'columns': ['not significant', 'partial', 'very sign.']}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Emergency Education",10,"# schools where classes are:","Grid",,180,"PHT-72-","{'QuestionNo': 10, 'col-cnt': '4', 'row-cnt': '3', 'rows': ['Early education', 'Primary', 'Secondary'], 'data': [['Numeric', 'Numeric', 'Numeric', 'Numeric'], ['Numeric', 'Numeric', 'Numeric', 'Numeric'], ['Numeric', 'Numeric', 'Numeric', 'Numeric']], 'columns': ['normal', 'disrupted', 'cancelled', '# avail. Teachers']}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Emergency Education",10,"Prop. Of children in school","Grid",,192,"PHT-73-","{'QuestionNo': 22, 'col-cnt': '4', 'PHT-73-30': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-73-31': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-73-32': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-73-33': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-73-26': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-73-29': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-73-27': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'row-cnt': '3', 'PHT-73-25': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'rows': ['Early education', 'Primary', 'Secondary'], 'PHT-73-23': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-73-22': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'PHT-73-28': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}, 'data': [['Option', 'Option', 'Option', 'Option'], ['Option', 'Option', 'Option', 'Option'], ['Option', 'Option', 'Option', 'Option']], 'columns': ['Proportion', 'Row Questions', 'Early education', 'Primary'], 'PHT-73-24': {'1': 'None', '3': 'Many', '2': 'Some', 'Length': '4', '4': 'Most'}}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Emergency Education",10,"Most needed:","Option",,204,"PHT-74","{'Length': '6', '1': 'Class space', '3': 'Books', '2': 'Wat/San/Soap', '5': 'Teachers', '4': 'Paper/Pens', '6': 'Other (Specify Below)'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Emergency Education",10,"Is an Emergency Education intervention necessary?","Option",,205,"PHT-75","{'1': 'Yes, very urgent', '3': 'Yes, not urgent', '2': 'Yes, urgent', 'Length': '4', '4': 'No'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Emergency Education",10,"Comments:","Text","On why boys and/or girls are not in school are not in school, also wat/san/hygiene situation in schools and male/female teachers",206,"PHT-76",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"Access","Option",,207,"PHT-77","{'Length': '8', '1': 'Foot (no road)', '3': '4WD', '2': 'Car', '5': 'Container truck', '4': '3T Truck', '7': 'Sea/OBM', '6': 'Ship', '8': 'Airstrip'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"Status of wharf","Option","For larger ships",208,"PHT-78","{'1': 'N/A', '3': 'Works', '2': 'Partially working', 'Length': '4', '4': 'Not working'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"Status of Airstrip","Option",,209,"PHT-79","{'1': 'N/A', '3': 'Works', '2': 'Partially working', 'Length': '4', '4': 'Not working'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"Area susceptible to: ","Option",,210,"PHT-80","{'1': 'Landslide', '3': 'Flooding', '2': 'Coastal erosion', 'Length': '4', '4': 'Other'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"Can community stay where is it?","YesNo",,211,"PHT-81",
