uid,role,description,controller,function,table,entity,uacl,oacl,hidden,system,protected,Notes
AUTHENTICATED,Authenticated,,,,pr_person,,READ|CREATE,READ|UPDATE,,,,
AUTHENTICATED,Authenticated,,event,,,,READ|CREATE|UPDATE,ALL,,,,
AUTHENTICATED,Authenticated,,org,,,,READ|CREATE|UPDATE,ALL,,,,
AUTHENTICATED,Authenticated,,org,group,,,READ,,,,,
AUTHENTICATED,Authenticated,,org,organisation,,,READ|CREATE|UPDATE|REVIEW|APPROVE,ALL,,,,When authenticated users create orgs they are auto-approved
AUTHENTICATED,Authenticated,,,,org_facility,,READ|CREATE|UPDATE,ALL,,,,Needed for Impersonated Import
AUTHENTICATED,Authenticated,,,,org_facility_type,,READ|CREATE|UPDATE,ALL,,,,Needed for Impersonated Import
AUTHENTICATED,Authenticated,,,,org_service,,READ|CREATE|UPDATE,ALL,,,,Needed for Impersonated Import
AUTHENTICATED,Authenticated,,,,org_site_facility_type,,READ|CREATE|UPDATE,ALL,,,,Needed for Impersonated Import
AUTHENTICATED,Authenticated,,,,org_organisation,,READ|CREATE|UPDATE|REVIEW|APPROVE,ALL,,,,When authenticated users create orgs they are auto-approved
AUTHENTICATED,Authenticated,,project,,,,READ|CREATE|UPDATE,ALL,,,,
MAP_ADMIN,Map Admin,,,,cms_post,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_arcrest,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_bing,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_coordinate,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_empty,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_feature,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_geojson,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_georss,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_google,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_gpx,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_kml,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_mgrs,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_openstretmap,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_theme,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_tms,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_wfs,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_wms,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_xyz,,ALL,,,,,
