"L1","Demographic","Unit","Date","Value","Country","Source","Source URL"
"Bomi","Population, 40-44 years - Total","Persons","1/1/2008 12:00:00 AM",3735,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 45-49 years - Female","Persons","1/1/2008 12:00:00 AM",1395,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 45-49 years - Male","Persons","1/1/2008 12:00:00 AM",1610,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 45-49 years - Total","Persons","1/1/2008 12:00:00 AM",3005,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 5-9 years - Female","Persons","1/1/2008 12:00:00 AM",6324,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 5-9 years - Male","Persons","1/1/2008 12:00:00 AM",6605,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 5-9 years - Total","Persons","1/1/2008 12:00:00 AM",12929,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 50-54 years - Female","Persons","1/1/2008 12:00:00 AM",1004,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 50-54 years - Male","Persons","1/1/2008 12:00:00 AM",1158,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 50-54 years - Total","Persons","1/1/2008 12:00:00 AM",2162,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 55-59 years - Female","Persons","1/1/2008 12:00:00 AM",665,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 55-59 years - Male","Persons","1/1/2008 12:00:00 AM",872,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 55-59 years - Total","Persons","1/1/2008 12:00:00 AM",1537,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 60-64 years - Female","Persons","1/1/2008 12:00:00 AM",889,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 60-64 years - Male","Persons","1/1/2008 12:00:00 AM",814,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 60-64 years - Total","Persons","1/1/2008 12:00:00 AM",1703,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 65-69 years - Female","Persons","1/1/2008 12:00:00 AM",645,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 65-69 years - Male","Persons","1/1/2008 12:00:00 AM",627,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 65-69 years - Total","Persons","1/1/2008 12:00:00 AM",1272,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 70-74 years - Female","Persons","1/1/2008 12:00:00 AM",421,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 70-74 years - Male","Persons","1/1/2008 12:00:00 AM",389,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 70-74 years - Total","Persons","1/1/2008 12:00:00 AM",810,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 75-79 years - Female","Persons","1/1/2008 12:00:00 AM",325,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 75-79 years - Male","Persons","1/1/2008 12:00:00 AM",419,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 75-79 years - Total","Persons","1/1/2008 12:00:00 AM",744,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 80-84 years - Female","Persons","1/1/2008 12:00:00 AM",161,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 80-84 years - Male","Persons","1/1/2008 12:00:00 AM",157,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 80-84 years - Total","Persons","1/1/2008 12:00:00 AM",318,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 85 years and over - Female","Persons","1/1/2008 12:00:00 AM",224,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 85 years and over - Male","Persons","1/1/2008 12:00:00 AM",296,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, 85 years and over - Total","Persons","1/1/2008 12:00:00 AM",520,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, Female Total","Persons","1/1/2008 12:00:00 AM",41179,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bomi","Population, Male Total","Persons","1/1/2008 12:00:00 AM",42940,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Annual GrowthRate (%)","%","1/1/2008 12:00:00 AM",1,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Area (square miles)","square miles","1/1/2008 12:00:00 AM",3387,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Average Household Size","Persons","1/1/2008 12:00:00 AM",4.7,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population Density","persons/area","1/1/2008 12:00:00 AM",97,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population Total","Persons","1/1/2008 12:00:00 AM",178483,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 0-4 years - Female","Persons","1/1/2008 12:00:00 AM",29648,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 0-4 years - Male","Persons","1/1/2008 12:00:00 AM",30787,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 0-4 years - Total","Persons","1/1/2008 12:00:00 AM",60435,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 10-14 years - Female","Persons","1/1/2008 12:00:00 AM",15827,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 10-14 years - Male","Persons","1/1/2008 12:00:00 AM",18714,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 10-14 years - Total","Persons","1/1/2008 12:00:00 AM",34541,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 15-19 years - Female","Persons","1/1/2008 12:00:00 AM",14899,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 15-19 years - Male","Persons","1/1/2008 12:00:00 AM",14529,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 15-19 years - Total","Persons","1/1/2008 12:00:00 AM",29428,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 20-24 years - Female","Persons","1/1/2008 12:00:00 AM",16773,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 20-24 years - Male","Persons","1/1/2008 12:00:00 AM",12583,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 20-24 years - Total","Persons","1/1/2008 12:00:00 AM",29356,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 25-29 years - Female","Persons","1/1/2008 12:00:00 AM",14503,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 25-29 years - Male","Persons","1/1/2008 12:00:00 AM",12185,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 25-29 years - Total","Persons","1/1/2008 12:00:00 AM",26688,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 30-34 years - Female","Persons","1/1/2008 12:00:00 AM",11152,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 30-34 years - Male","Persons","1/1/2008 12:00:00 AM",9337,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 30-34 years - Total","Persons","1/1/2008 12:00:00 AM",20489,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 35-39 years - Female","Persons","1/1/2008 12:00:00 AM",10612,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 35-39 years - Male","Persons","1/1/2008 12:00:00 AM",9553,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 35-39 years - Total","Persons","1/1/2008 12:00:00 AM",20165,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 45-49 years - Female","Persons","1/1/2008 12:00:00 AM",5929,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 45-49 years - Male","Persons","1/1/2008 12:00:00 AM",6424,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 45-49 years - Total","Persons","1/1/2008 12:00:00 AM",12353,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 5-9 years - Female","Persons","1/1/2008 12:00:00 AM",24083,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 5-9 years - Male","Persons","1/1/2008 12:00:00 AM",25617,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 5-9 years - Total","Persons","1/1/2008 12:00:00 AM",49700,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 50-54 years - Female","Persons","1/1/2008 12:00:00 AM",4114,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 50-54 years - Male","Persons","1/1/2008 12:00:00 AM",4158,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 50-54 years - Total","Persons","1/1/2008 12:00:00 AM",8272,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 55-59 years - Female","Persons","1/1/2008 12:00:00 AM",3038,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 55-59 years - Male","Persons","1/1/2008 12:00:00 AM",3112,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 55-59 years - Total","Persons","1/1/2008 12:00:00 AM",6150,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 60-64 years - Female","Persons","1/1/2008 12:00:00 AM",3157,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 60-64 years - Male","Persons","1/1/2008 12:00:00 AM",2717,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 60-64 years - Total","Persons","1/1/2008 12:00:00 AM",5874,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 65-69 years - Female","Persons","1/1/2008 12:00:00 AM",2683,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 65-69 years - Male","Persons","1/1/2008 12:00:00 AM",2470,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 65-69 years - Total","Persons","1/1/2008 12:00:00 AM",5153,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 70-74 years - Female","Persons","1/1/2008 12:00:00 AM",1528,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 70-74 years - Male","Persons","1/1/2008 12:00:00 AM",1446,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 70-74 years - Total","Persons","1/1/2008 12:00:00 AM",2974,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 75-79 years - Female","Persons","1/1/2008 12:00:00 AM",1455,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 75-79 years - Male","Persons","1/1/2008 12:00:00 AM",1572,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 75-79 years - Total","Persons","1/1/2008 12:00:00 AM",3027,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 80-84 years - Female","Persons","1/1/2008 12:00:00 AM",659,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 80-84 years - Male","Persons","1/1/2008 12:00:00 AM",631,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 80-84 years - Total","Persons","1/1/2008 12:00:00 AM",1290,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 85 years and over - Female","Persons","1/1/2008 12:00:00 AM",1098,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 85 years and over - Male","Persons","1/1/2008 12:00:00 AM",1203,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, 85 years and over - Total","Persons","1/1/2008 12:00:00 AM",2301,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, Female Total","Persons","1/1/2008 12:00:00 AM",93730,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Bong","Population, Male Total","Persons","1/1/2008 12:00:00 AM",84753,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Annual GrowthRate (%)","%","1/1/2008 12:00:00 AM",2.3,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Area (square miles)","square miles","1/1/2008 12:00:00 AM",3741,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Average Household Size","Persons","1/1/2008 12:00:00 AM",5.6,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population Density","persons/area","1/1/2008 12:00:00 AM",22,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population Total","Persons","1/1/2008 12:00:00 AM",83388,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 0-4 years - Female","Persons","1/1/2008 12:00:00 AM",5908,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 0-4 years - Male","Persons","1/1/2008 12:00:00 AM",6269,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 0-4 years - Total","Persons","1/1/2008 12:00:00 AM",12177,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 10-14 years - Female","Persons","1/1/2008 12:00:00 AM",5025,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 10-14 years - Male","Persons","1/1/2008 12:00:00 AM",5422,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 10-14 years - Total","Persons","1/1/2008 12:00:00 AM",10447,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 15-19 years - Female","Persons","1/1/2008 12:00:00 AM",4371,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 15-19 years - Male","Persons","1/1/2008 12:00:00 AM",4882,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 15-19 years - Total","Persons","1/1/2008 12:00:00 AM",9253,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 20-24 years - Female","Persons","1/1/2008 12:00:00 AM",3811,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 20-24 years - Male","Persons","1/1/2008 12:00:00 AM",3790,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 20-24 years - Total","Persons","1/1/2008 12:00:00 AM",7601,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 25-29 years - Female","Persons","1/1/2008 12:00:00 AM",3198,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 25-29 years - Male","Persons","1/1/2008 12:00:00 AM",3761,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 25-29 years - Total","Persons","1/1/2008 12:00:00 AM",6959,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 30-34 years - Female","Persons","1/1/2008 12:00:00 AM",2314,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 30-34 years - Male","Persons","1/1/2008 12:00:00 AM",2757,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 30-34 years - Total","Persons","1/1/2008 12:00:00 AM",5071,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 35-39 years - Female","Persons","1/1/2008 12:00:00 AM",2427,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 35-39 years - Male","Persons","1/1/2008 12:00:00 AM",2598,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 35-39 years - Total","Persons","1/1/2008 12:00:00 AM",5025,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 40-44 years - Female","Persons","1/1/2008 12:00:00 AM",1596,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 40-44 years - Male","Persons","1/1/2008 12:00:00 AM",2133,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 40-44 years - Total","Persons","1/1/2008 12:00:00 AM",3729,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 45-49 years - Female","Persons","1/1/2008 12:00:00 AM",1319,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 45-49 years - Male","Persons","1/1/2008 12:00:00 AM",1776,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 45-49 years - Total","Persons","1/1/2008 12:00:00 AM",3095,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 5-9 years - Female","Persons","1/1/2008 12:00:00 AM",6191,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 5-9 years - Male","Persons","1/1/2008 12:00:00 AM",6301,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 5-9 years - Total","Persons","1/1/2008 12:00:00 AM",12492,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 50-54 years - Female","Persons","1/1/2008 12:00:00 AM",775,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 50-54 years - Male","Persons","1/1/2008 12:00:00 AM",1114,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 50-54 years - Total","Persons","1/1/2008 12:00:00 AM",1889,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 55-59 years - Female","Persons","1/1/2008 12:00:00 AM",660,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 55-59 years - Male","Persons","1/1/2008 12:00:00 AM",860,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 55-59 years - Total","Persons","1/1/2008 12:00:00 AM",1520,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 60-64 years - Female","Persons","1/1/2008 12:00:00 AM",663,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 60-64 years - Male","Persons","1/1/2008 12:00:00 AM",717,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 60-64 years - Total","Persons","1/1/2008 12:00:00 AM",1380,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 65-69 years - Female","Persons","1/1/2008 12:00:00 AM",574,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 65-69 years - Male","Persons","1/1/2008 12:00:00 AM",617,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 65-69 years - Total","Persons","1/1/2008 12:00:00 AM",1191,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 70-74 years - Female","Persons","1/1/2008 12:00:00 AM",206,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 70-74 years - Male","Persons","1/1/2008 12:00:00 AM",322,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 70-74 years - Total","Persons","1/1/2008 12:00:00 AM",528,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 75-79 years - Female","Persons","1/1/2008 12:00:00 AM",224,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 75-79 years - Male","Persons","1/1/2008 12:00:00 AM",309,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 75-79 years - Total","Persons","1/1/2008 12:00:00 AM",533,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 80-84 years - Female","Persons","1/1/2008 12:00:00 AM",89,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 80-84 years - Male","Persons","1/1/2008 12:00:00 AM",111,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 80-84 years - Total","Persons","1/1/2008 12:00:00 AM",200,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 85 years and over - Female","Persons","1/1/2008 12:00:00 AM",131,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 85 years and over - Male","Persons","1/1/2008 12:00:00 AM",167,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, 85 years and over - Total","Persons","1/1/2008 12:00:00 AM",298,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, Female Total","Persons","1/1/2008 12:00:00 AM",39482,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Gbarpolu","Population, Male Total","Persons","1/1/2008 12:00:00 AM",43906,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Annual GrowthRate (%)","%","1/1/2008 12:00:00 AM",1.4,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Area (square miles)","square miles","1/1/2008 12:00:00 AM",3064,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Average Household Size","Persons","1/1/2008 12:00:00 AM",5.4,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population Density","persons/area","1/1/2008 12:00:00 AM",73,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population Total","Persons","1/1/2008 12:00:00 AM",221693,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population, 0-4 years - Female","Persons","1/1/2008 12:00:00 AM",19549,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population, 0-4 years - Male","Persons","1/1/2008 12:00:00 AM",20093,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population, 0-4 years - Total","Persons","1/1/2008 12:00:00 AM",39642,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population, 10-14 years - Female","Persons","1/1/2008 12:00:00 AM",10439,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population, 10-14 years - Male","Persons","1/1/2008 12:00:00 AM",11990,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population, 10-14 years - Total","Persons","1/1/2008 12:00:00 AM",22429,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population, 15-19 years - Female","Persons","1/1/2008 12:00:00 AM",9277,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population, 15-19 years - Male","Persons","1/1/2008 12:00:00 AM",8856,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population, 15-19 years - Total","Persons","1/1/2008 12:00:00 AM",18133,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population, 20-24 years - Female","Persons","1/1/2008 12:00:00 AM",10622,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population, 20-24 years - Male","Persons","1/1/2008 12:00:00 AM",8194,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population, 20-24 years - Total","Persons","1/1/2008 12:00:00 AM",18816,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population, 25-29 years - Female","Persons","1/1/2008 12:00:00 AM",9450,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population, 25-29 years - Male","Persons","1/1/2008 12:00:00 AM",8267,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population, 25-29 years - Total","Persons","1/1/2008 12:00:00 AM",17717,"LR","Open Data for Africa","http://opendataforafrica.org/"
"Grand Bassa","Population, 30-34 years - Female","Persons","1/1/2008 12:00:00 AM",7166,"LR","Open Data for Africa","http://opendataforafrica.org/"
