uid,role,description,controller,function,table,entity,uacl,oacl,hidden,system,protected,Notes
AUTHENTICATED,Authenticated,,event,,,,READ,,,,,
AUTHENTICATED,Authenticated,,cms,,,,READ,,,,,
AUTHENTICATED,Authenticated,,,,cms_post,,READ,,,,,Homepage
AUTHENTICATED,Authenticated,,,,event_post,,READ,,,,,Homepage
AUTHENTICATED,Authenticated,,,,event_incident,,READ,,,,,Homepage
AUTHENTICATED,Authenticated,,,,project_task,,READ,,,,,Homepage
AUTHENTICATED,Authenticated,,,,event_task,,READ,,,,,Homepage
EDITOR,Editor,,event,,,,ALL,ALL,,,,
EDITOR,Editor,,org,,,,ALL,ALL,,,,
EDITOR,Editor,,org,resource,,,ALL,ALL,,,,
EDITOR,Editor,,org,organisation,,,ALL,ALL,,,,When authenticated users create orgs they are auto-approved
EDITOR,Editor,,,,org_organisation,,ALL,ALL,,,,When authenticated users create orgs they are auto-approved
EDITOR,Editor,,project,,,,ALL,ALL,,,,
EDITOR,Editor,,event,,,,ALL,ALL,,,,
EDITOR,Editor,,cms,,,,ALL,ALL,,,,
EDITOR,Editor,,,,cms_post,,ALL,ALL,,,,
EDITOR,Editor,,,,event_post,,ALL,ALL,,,,
EDITOR,Editor,,,,event_incident,,ALL,ALL,,,,
EDITOR,Editor,,,,project_task,,ALL,ALL,,,,
EDITOR,Editor,,,,event_task,,ALL,ALL,,,,
MAP_ADMIN,Map Admin,,,,cms_post,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_arcrest,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_bing,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_coordinate,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_empty,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_feature,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_geojson,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_georss,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_google,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_gpx,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_kml,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_mgrs,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_openstretmap,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_theme,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_tms,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_wfs,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_wms,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_xyz,,ALL,,,,,
