Template,Template Description,Complete Question,Date Question,Time Question,Location Detail,Priority Question,Section,Section Position,Question,Question Type,Question Notes,Question Position,Question Code,Meta Data
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,Number of missing 5-18 years,Numeric,,25,ARCS-25,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,No. of houses totally damaged,Numeric,,26,ARCS-26,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,No. of houses damaged and not habitable,Numeric,,27,ARCS-27,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,No. of houses damaged but habitable,Numeric,,28,ARCS-28,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,Is there damage to productive assets (e.g Agricultural Inputs),YesNo,,29,ARCS-29,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,No. of livestock killed/damaged,Numeric,,30,ARCS-30,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,Damage to Infrastructure,OptionOther,,31,ARCS-31,"{'1': 'Health facilities', '2': 'Bridges', '3': 'Power supply', '4': 'Mosque', '5': 'Water resource', '6': 'Telecommunication', '7': 'Roads', 'Length': '7'}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,Is transport available?,YesNo,,32,ARCS-32,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,"If yes, explain",String,,33,ARCS-33,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,4.0 Health,4,What are the main/urgent health concerns (diseases) of the affected families,OptionOther,,34,ARCS-34,"{'1': 'diarrhoeal diseases', '2': 'vomiting, dehydration', '3': 'measles', '4': 'Respiratory (ARIs)', '5': 'Trauma', 'Length': '5'}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,4.0 Health,4,Availability of health services in the affected area,Option,,35,ARCS-35,"{'1': 'health facility', '2': 'female doctor/midwife availability', '3': 'indicate distance and access', '4': 'mobile health teams', '5': 'female doctor/midwife availability', '6': 'indicate distance and access', '7': 'none', 'Length': '7'}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,4.0 Health,4,"Comments, on existing health services",String,,36,ARCS-36,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,"5.0  Water, Sanitation and Hygiene",5,What are the available sources of drinking water used by the affected communities?,OptionOther,,37,ARCS-37,"{'1': 'open well/dug well', '2': 'hand pump well/borehole', '3': 'spring', '4': 'water tanker', '5': 'stream/river', '6': 'piped water system', 'Length': '6'}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,"5.0  Water, Sanitation and Hygiene",5,"Is there  enough water for drinking, cooking and washing?",YesNo,,38,ARCS-38,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,"5.0  Water, Sanitation and Hygiene",5,Is unavailability of latrines or open defecation a serious problem in the affected areas?,YesNo,,39,ARCS-39,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,"5.0  Water, Sanitation and Hygiene",5,Is poor quality of water caused problems in the affected communities?,YesNo,,40,ARCS-40,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,6.0 Food Accessibility,6,Do people have food items?,YesNo,,41,ARCS-41,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,6.0 Food Accessibility,6,"If yes,  what type of food items (list a few)",String,,42,ARCS-42,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,6.0 Food Accessibility,6,How long will they last?,Option,,43,ARCS-43,"{'1': '48Hrs', '2': '1 Week', '3': '2 Weeks', '4': '1 Month', 'Length': '4'}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,6.0 Food Accessibility,6,Is the market functioning?,YesNo,,44,ARCS-44,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,6.0 Food Accessibility,6,How far is the market?,Option,,45,ARCS-45,"{'1': 'Less than 1 Km', '2': '1-5 Km', '3': '5Km +', 'Length': '3'}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,6.0 Food Accessibility,6,Is transport available?,YesNo,,46,ARCS-46,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,7.0 Shelter,7,Do people have shelter?,YesNo,,47,ARCS-47,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,7.0 Shelter,7,Do people have basic household items?,YesNo,,48,ARCS-48,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,8.0 Livelihoods,8,How did people earn income before start of the disaster?,OptionOther,,49,ARCS-49,"{'1': 'Agriculture', '2': 'Livestock', '3': 'Daily Labour', '4': 'Salaried Job', 'Length': '4'}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,8.0 Livelihoods,8,Can people engage in their livelihoods after the disaster?,YesNo,,50,ARCS-50,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,8.0 Livelihoods,8,Do people have access to land/productive assets,YesNo,,51,ARCS-51,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,ARCS Assessments completed,YesNo,,52,ARCS-52,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,ARCS Assessments Planned,YesNo,,53,ARCS-53,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,ARCS Assistance Provided - Health,YesNo,,54,ARCS-54,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,ARCS Assistance Provided - Relief,YesNo,,55,ARCS-55,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,ARCS Assistance Provided - Shelter,YesNo,,56,ARCS-56,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,ARCS Assistance Provided - Security,YesNo,,57,ARCS-57,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,ARCS Assistance Provided - Other (specify),String,,58,ARCS-58,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,ARCS Other (specify),String,,59,ARCS-59,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,ICRC Assessments completed,YesNo,,60,ARCS-60,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,ICRC Assessments Planned,YesNo,,61,ARCS-61,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,ICRC Assistance Provided - Health,YesNo,,62,ARCS-62,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,ICRC Assistance Provided - Relief,YesNo,,63,ARCS-63,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,ICRC Assistance Provided - Shelter,YesNo,,64,ARCS-64,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,ICRC Assistance Provided - Security,YesNo,,65,ARCS-65,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,ICRC Assistance Provided - Other (specify),String,,66,ARCS-66,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,ICRC Other (specify),String,,67,ARCS-67,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,IFRC Assessments completed,YesNo,,68,ARCS-68,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,IFRC Assessments Planned,YesNo,,69,ARCS-69,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,IFRC Assistance Provided - Health,YesNo,,70,ARCS-70,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,IFRC Assistance Provided - Relief,YesNo,,71,ARCS-71,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,IFRC Assistance Provided - Shelter,YesNo,,72,ARCS-72,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,IFRC Assistance Provided - Security,YesNo,,73,ARCS-73,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,IFRC Assistance Provided - Other (specify),String,,74,ARCS-74,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,IFRC Other (specify),String,,75,ARCS-75,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,PNS Assessments completed,YesNo,,76,ARCS-76,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,PNS Assessments Planned,YesNo,,77,ARCS-77,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,PNS Assistance Provided - Health,YesNo,,78,ARCS-78,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,PNS Assistance Provided - Relief,YesNo,,79,ARCS-79,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,PNS Assistance Provided - Shelter,YesNo,,80,ARCS-80,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,PNS Assistance Provided - Security,YesNo,,81,ARCS-81,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,PNS Assistance Provided - Other (specify),String,,82,ARCS-82,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,PNS Other (specify),String,,83,ARCS-83,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,Gov’t Assessments completed,YesNo,,84,ARCS-84,
