"Template","Template Description","Complete Question","Date Question","Time Question","Location Detail","Priority Question","Section","Section Position","Question","Question Type","Question Notes","Question Position","Question Code","Meta Data"
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Food and Nutrition",3,"Is there enough food for the potential number of people potentially affected?","YesNo",,28,"72H-28",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Food and Nutrition",3,"Explain:","Text",,29,"72H-29",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Food and Nutrition",3,"Is this food accessible to all the affected people, or do only a few have access?","Text",,30,"72H-30",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Food and Nutrition",3,"Explain:","Text",,31,"72H-31",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Food and Nutrition",3,"Do people have access to cooking facilities? ","YesNo",,32,"72H-32",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Food and Nutrition",3,"Describe:","Text",,33,"72H-33",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Food and Nutrition",3,"Utensils:","Option",,34,"72H-34","{'1': 'None', '3': 'Many', '2': 'Few', 'Length': '3'}"
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Food and Nutrition",3,"Fuel:","Option",,35,"72H-35","{'1': 'None', '3': 'Many', '2': 'Few', 'Length': '3'}"
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Food and Nutrition",3,"Pots:","Option",,36,"72H-36","{'1': 'None', '3': 'Many', '2': 'Few', 'Length': '3'}"
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Food and Nutrition",3,"Other:","Text",,37,"72H-37",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Food and Nutrition",3,"Do people have access to a safe place to prepare food and eat it?","YesNo",,38,"72H-38",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Food and Nutrition",3,"Describe:","Text",,39,"72H-39",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Food and Nutrition",3,"What are people's dietary habits (main food products they normally consume)?","Text",,40,"72H-40",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Food and Nutrition",3,"Are there specific groups that face difficulties in obtaining food in this site?","YesNo",,41,"72H-41",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Food and Nutrition",3,"If so, who and why?","Text",,42,"72H-42",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Health",4,"What was the health and nutritional situation of the people before the disaster? Explain:","Text",,43,"72H-43",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Health",4,"What is its nature?","String",,44,"72H-44",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Health",4,"How is it likely to evolve?","String",,45,"72H-45",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Health",4,"How many people have been experiencing serious trauma or other psychological effects since the disaster?","Text",,46,"72H-46",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Health",4,"Describe access and conditions to health facilities:","Text",,47,"72H-47",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Health",4,"Equipment:","String",,48,"72H-48",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Health",4,"Medicines:","String",,49,"72H-49",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Health",4,"Consumables:","String",,50,"72H-50",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Health",4,"Vaccines:","String",,51,"72H-51",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Health",4,"Number of Staff:","Numeric",,52,"72H-52",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Health",4,"What health activities should the Red Cross Red Crescent engage in to supply needs/resources?","Text",,53,"72H-53",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Health",4,"Number and kind of specific health target/vulnerable population","Text",,54,"72H-54",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Have families been separated? threats?","YesNo",,55,"72H-55",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Approximate number:","Numeric",,56,"72H-56",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Has registration of affected people been undertaken","YesNo",,57,"72H-57",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Are there any potential security","Text",,58,"72H-58",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Numbers:","Numeric",,59,"72H-59",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Locations:","String",,60,"72H-60",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Details of registration process:","String",,61,"72H-61",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Are there unaccompanied minors?","String",,62,"72H-62",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Explain:","Text",,63,"72H-63",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Is there any need for restoring family links?","YesNo",,64,"72H-64",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Explain:","Text",,65,"72H-65",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Physical abuse:","String",,66,"72H-66",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Sexual abuse:","String",,67,"72H-67",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Gender-based or psychological intimidation:","String",,68,"72H-68",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Insecurity:","String",,69,"72H-69",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Discrimination:","String",,70,"72H-70",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Are people taking risks or is access to basic needs blocked by weapon contamination (mines/ERW)?","String",,71,"72H-71",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Protection",5,"Explain:","Text",,72,"72H-72",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Water and sanitation",6,"Is the incidence of diarrhoeal diseases above normal? Is it increasing or decreasing?","Text",,73,"72H-73",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Water and sanitation",6,"Drinking","YesNo",,74,"72H-74",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Water and sanitation",6,"Bathing","YesNo",,75,"72H-75",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Water and sanitation",6,"Cleaning","YesNo",,76,"72H-76",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Water and sanitation",6,"Are people using unsafe water sources as alternatives?","YesNo",,77,"72H-77",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Water and sanitation",6,"Why?","Text",,78,"72H-78",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Water and sanitation",6,"How is water carried and stored in household?","Text",,79,"72H-79",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Water and sanitation",6,"Filtering","YesNo",,80,"72H-80",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Water and sanitation",6,"Boiling","YesNo",,81,"72H-81",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Water and sanitation",6,"Chlorinating","YesNo",,82,"72H-82",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Water and sanitation",6,"Where do people defecate/urinate at present?","Text",,83,"72H-83",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Water and sanitation",6,"Are there adequate hand washing/bathing facilities at key points and are they used? ","Text",,84,"72H-84",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Water and sanitation",6,"Is soap or an alternative available?","YesNo",,85,"72H-85",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Houses:","Option",,86,"72H-86","{'1': 'low', '3': 'high', '2': 'medium', 'Length': '3'}"
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Water:","Option",,87,"72H-87","{'1': 'low', '3': 'high', '2': 'medium', 'Length': '3'}"
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Sanitation:","Option",,88,"72H-88","{'1': 'low', '3': 'high', '2': 'medium', 'Length': '3'}"
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Electricity","Option",,89,"72H-89","{'1': 'low', '3': 'high', '2': 'medium', 'Length': '3'}"
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Health:","Option",,90,"72H-90","{'1': 'low', '3': 'high', '2': 'medium', 'Length': '3'}"
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Community centres:","Option",,91,"72H-91","{'1': 'low', '3': 'high', '2': 'medium', 'Length': '3'}"
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"On the site of their former homes?","YesNo",,92,"72H-92",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Approximate number:","Numeric",,93,"72H-93",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"With friends or family?","YesNo",,94,"72H-94",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Approximate number:","Numeric",,95,"72H-95",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"In camps?","YesNo",,96,"72H-96",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Approximate number:","Numeric",,97,"72H-97",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Do people use their homes for productive activities? ","YesNo",,98,"72H-98",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Have they lost access to this space to produce goods? ","YesNo",,99,"72H-99",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Tools or equipment?","YesNo",,100,"72H-100",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Provide shelter or food for animals?","YesNo",,101,"72H-101",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Are they unable to run small businesses? ","YesNo",,102,"72H-102",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Has the disaster affected their productive activities?","YesNo",,103,"72H-103",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Explain:","Text",,104,"72H-104",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Need to resist heavy rain:","YesNo",,105,"72H-105",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Need to resist heavy wind:","YesNo",,106,"72H-106",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Need to resist hot weather:","YesNo",,107,"72H-107",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Need to resist cold weather: ","YesNo",,108,"72H-108",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Shelter",7,"Describe the physical status climatic of shelters:","Text",,109,"72H-109",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Livelihoods",8,"What are the main types of activities households use to make a living? ","Text",,110,"72H-110",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Livelihoods",8,"What were the main sources of income and food prior to the disaster?","Text","e.g. farmer with smallholding, office worker, wage labourer, remittances, a combination of activities, etc.",111,"72H-111",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Livelihoods",8,"What are the main agricultural activities? Who does what on the land and who owns it?","Text",,112,"72H-112",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Livelihoods",8,"Explain:","Text",,113,"72H-113",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Livelihoods",8,"What has happened to households that run shops? What were the main sources of income and food prior to the disaster?","Text",,114,"72H-114",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Livelihoods",8,"Explain:","Text",,115,"72H-115",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Livelihoods",8,"Have communities lost key items (assets) that they need for their work?","Text","e.g. fishing or farming equipment, means of transport, tools or equipment, etc.",116,"72H-116",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Livelihoods",8,"Explain:","Text",,117,"72H-117",
