uid,role,description,controller,function,table,uacl,oacl,entity,Notes
ORG_EDITOR,Organisation Editor,,,,req_site_needs,READ|UPDATE,,,
ORG_EDITOR,Organisation Editor,,req,organisation_needs,,READ|UPDATE,,,
ORG_EDITOR,Organisation Editor,,,,req_organisation_needs,READ|UPDATE,,,
ORG_ADMIN,Organisation Administrator,,admin,user,,ALL,,,
ORG_ADMIN,Organisation Administrator,,cms,newsfeed,,READ,,,
ORG_ADMIN,Organisation Administrator,,cms,page,,READ,,,
ORG_ADMIN,Organisation Administrator,,cms,post,,READ|DELETE,,,
ORG_ADMIN,Organisation Administrator,,,,cms_post,READ,,,
ORG_ADMIN,Organisation Administrator,,,,cms_post_bookmark,READ|DELETE,,,
ORG_ADMIN,Organisation Administrator,,,,doc_document,ALL,,,
ORG_ADMIN,Organisation Administrator,,hrm,group,,READ,,,
ORG_ADMIN,Organisation Administrator,,hrm,person,,CREATE|READ|UPDATE|DELETE,,,
ORG_ADMIN,Organisation Administrator,,hrm,staff,,ALL,,,
ORG_ADMIN,Organisation Administrator,,,,hrm_competency,CREATE|READ|UPDATE|DELETE,,,
ORG_ADMIN,Organisation Administrator,,,,hrm_human_resource,ALL,,,
ORG_ADMIN,Organisation Administrator,,org,facility,,ALL,,,
ORG_ADMIN,Organisation Administrator,,org,organisation,,ALL,,,
ORG_ADMIN,Organisation Administrator,,,,org_facility,ALL,,,
ORG_ADMIN,Organisation Administrator,,,,org_organisation,READ|UPDATE,,,
ORG_ADMIN,Organisation Administrator,,,,org_organisation_location,READ,,,
ORG_ADMIN,Organisation Administrator,,,,org_organisation_organisation_type,ALL,,,
ORG_ADMIN,Organisation Administrator,,,,org_site,READ,,,
ORG_ADMIN,Organisation Administrator,,,,org_site_facility_type,ALL,,,
ORG_ADMIN,Organisation Administrator,,pr,contact,,,CREATE|READ|UPDATE|DELETE,,
ORG_ADMIN,Organisation Administrator,,pr,person,,,READ,,
ORG_ADMIN,Organisation Administrator,,,,pr_address,CREATE|READ|UPDATE|DELETE,,,
ORG_ADMIN,Organisation Administrator,,,,pr_contact,CREATE|READ|UPDATE|DELETE,,,
ORG_ADMIN,Organisation Administrator,,,,pr_contact_emergency,CREATE|READ|UPDATE|DELETE,,,
ORG_ADMIN,Organisation Administrator,,,,pr_group,READ,,,
ORG_ADMIN,Organisation Administrator,,,,pr_group_membership,READ,,,
ORG_ADMIN,Organisation Administrator,,,,pr_person,CREATE|READ|UPDATE|DELETE,,,
ORG_ADMIN,Organisation Administrator,,req,site_needs,,READ|UPDATE,,,
ORG_ADMIN,Organisation Administrator,,,,req_site_needs,READ|UPDATE,,,
ORG_ADMIN,Organisation Administrator,,req,organisation_needs,,READ|UPDATE,,,
ORG_ADMIN,Organisation Administrator,,,,req_organisation_needs,READ|UPDATE,,,
