"Template","Template Description","Complete Question","Date Question","Time Question","Location Detail","Priority Question","Section","Section Position","Question","Question Type","Question Notes","Question Position","Question Code","Meta Data"
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Infrastructure",2,"Bridges","String",,20,"24H-20",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Infrastructure",2,"Water facilities","String",,21,"24H-21",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Infrastructure",2,"Sewage systems","String",,22,"24H-22",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Infrastructure",2,"Schools","String",,23,"24H-23",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Infrastructure",2,"Health facilities","String",,24,"24H-24",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Infrastructure",2,"Electricity","String",,25,"24H-25",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Infrastructure",2,"Telephones","String",,26,"24H-26",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Infrastructure",2,"Airport","String",,27,"24H-27",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Infrastructure",2,"Seaport","String",,28,"24H-28",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Infrastructure",2,"Hazardous materials","String",,29,"24H-29",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Infrastructure",2,"Toxic spills","String",,30,"24H-30",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Infrastructure",2,"Oil spills","String",,31,"24H-31",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Infrastructure",2,"Mines/ERW","String",,32,"24H-32",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Infrastructure",2,"Other","String",,33,"24H-33",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Livelihoods",3,"Commercial buildings","String",,34,"24H-34",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Livelihoods",3,"Businesses/factories","String",,35,"24H-35",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Livelihoods",3,"Government buildings","String",,36,"24H-36",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Livelihoods",3,"Brief description of livelihood groups and how they are affected (secondary information)","Text",,37,"24H-37",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Livelihoods",3,"Crops/gardens","String",,38,"24H-38",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Livelihoods",3,"Animals (eg livestock, poultry, etc)","String",,39,"24H-39",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Livelihoods",3,"Tools","String",,40,"24H-40",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Livelihoods",3,"Boats","String",,41,"24H-41",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Livelihoods",3,"Nets","String",,42,"24H-42",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Livelihoods",3,"Tools","String",,43,"24H-43",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Response",4,"Is the local government active in the disaster response?","YesNoDontKnow",,44,"24H-44",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Response",4,"Is the community responding to the disaster?","YesNoDontKnow",,45,"24H-45",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Response",4,"Are NGOs responding in the disaster area?","YesNoDontKnow",,46,"24H-46",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Response",4,"Which NGOs responding in the disaster area?","Text",,47,"24H-47",
"First 24 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","24H-8","Response",4,"Expected needs","Option",,48,"24H-48","{'Length': '3','1': 'Rural','2': 'Peri-Urban','3': 'Urban'}"
