uid,role,description,controller,function,table,entity,uacl,oacl,hidden,system,protected,Notes
HR_EDITOR,Staff Admin,"User able to edit all human resource modules (Staff, Volunteers and Evacuees)",vol,,,,ALL,ALL,,,,
HR_EDITOR,Staff Admin,"User able to edit all human resource modules (Staff, Volunteers and Evacuees)",pr,,,,READ|CREATE|UPDATE,READ|CREATE|UPDATE,,,,
HR_EDITOR,Staff Admin,"User able to edit all human resource modules (Staff, Volunteers and Evacuees)",evr,,,,ALL,ALL,,,,
HR_EDITOR,Staff Admin,"User able to edit all human resource modules (Staff, Volunteers and Evacuees)",evr,,evr_medical_details,,any,READ|CREATE|UPDATE,,,,
HR_EDITOR,Staff Admin,"User able to edit all human resource modules (Staff, Volunteers and Evacuees)",cr,,,,ALL,ALL,,,,
HR_EDITOR,Staff Admin,"User able to edit all human resource modules (Staff, Volunteers and Evacuees)",gis,poi,,,READ|CREATE|UPDATE|DELETE,READ|CREATE|UPDATE|DELETE,,,,
HR_EDITOR,Staff Admin,"User able to edit all human resource modules (Staff, Volunteers and Evacuees)",gis,poi_type,,,READ|CREATE|UPDATE|DELETE,READ|CREATE|UPDATE|DELETE,,,,
ORG_READER,Organisation Reader,User able to read organization hierarchy and organization events,event,,,,READ,READ,,,,
ORG_READER,Organisation Reader,User able to read organization hierarchy and organization events,org,,,,READ,READ,,,,
ORG_READER,Organisation Reader,User able to read organization hierarchy and organization events,gis,poi,,,READ,READ,,,,
ORG_READER,Organisation Reader,User able to read organization hierarchy and organization events,gis,poi_type,,,READ,READ,,,,
ORG_ADMIN,Organisation Admin,User able to edit organization hierarchy and organization events,org,,,,ALL,ALL,,,,
ORG_ADMIN,Organisation Admin,User able to edit organization hierarchy and organization events,event,,,,ALL,ALL,,,,
ORG_ADMIN,Organisation Admin,User able to edit organization hierarchy and organization events,gis,poi,,,READ|CREATE|UPDATE|DELETE,READ|CREATE|UPDATE|DELETE,,,,
ORG_ADMIN,Organisation Admin,User able to edit organization hierarchy and organization events,gis,poi_type,,,READ|CREATE|UPDATE|DELETE,READ|CREATE|UPDATE|DELETE,,,,
MEDIC,Medical Details Admin,User able to read and edit evacuee medical details,evr,,evr_medical_details,,ALL,ALL,,,,
NOTIFICATION,Notification Sender,User able to send notifications,event,compose,,,ALL,ALL,,,,
NOTIFICATION,Notification Sender,User able to send notifications,hrm,compose,,,ALL,ALL,,,,
NOTIFICATION,Notification Sender,User able to send notifications,msg,,,,ALL,ALL,,,,
NOTIFICATION,Notification Sender,User able to send notifications,vol,compose,,,ALL,ALL,,,,
MAP_ADMIN,Map Admin,Can manage and configure all map layers,gis,,,,ALL,ALL,,,,
