uid,role,description,controller,function,table,entity,uacl,oacl,hidden,system,protected,Notes
inv_reader,"Warehouse Reader",,,,"inv_warehouse_type",,READ,,,,,
inv_reader,"Warehouse Reader",,supply,,,any,READ,,,,,
inv_reader,"Warehouse Reader",,req,,,,READ,,,,,
inv_reader,"Warehouse Reader",,,,"req_req",,READ,,,,,
inv_reader,"Warehouse Reader",,,,"supply_catalog",,READ,,,,,
inv_reader,"Warehouse Reader",,org,,,,READ,,,,,
inv_reader,"Warehouse Reader",,pr,,,,READ,,,,,
inv_reader,"Warehouse Reader",,hrm,hr_search,,,READ,,,,,
inv_data_entry,"Warehouse Data Entry",,inv,,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
inv_data_entry,"Warehouse Data Entry",,inv,facility,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
inv_data_entry,"Warehouse Data Entry",,inv,inv_item,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
inv_data_entry,"Warehouse Data Entry",,inv,req_match,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
inv_data_entry,"Warehouse Data Entry",,inv,supplier,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
inv_data_entry,"Warehouse Data Entry",,,,"inv_warehouse",,READ,,,,,
inv_data_entry,"Warehouse Data Entry",,,,"inv_warehouse_type",,READ,,,,,
inv_data_entry,"Warehouse Data Entry",,,,"org_facility",,READ,,,,,
inv_data_entry,"Warehouse Data Entry",,,,"org_facility_type",,READ,,,,,
inv_data_entry,"Warehouse Data Entry",,supply,,,any,READ,,,,,
inv_data_entry,"Warehouse Data Entry",,supply,,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
inv_data_entry,"Warehouse Data Entry",,req,,,,"READ|CREATE,READ|CREATE|UPDATE",,,,,
inv_data_entry,"Warehouse Data Entry",,,,"req_req",,"READ|CREATE,READ|CREATE|UPDATE",,,,,
inv_data_entry,"Warehouse Data Entry",,,,"supply_catalog",,READ,,,,,
inv_data_entry,"Warehouse Data Entry",,org,,,,READ,,,,,"Used to filter organisation fields"
inv_data_entry,"Warehouse Data Entry",,,,"org_organisation",,"READ|UPDATE",,,,,"Used to filter organisation fields"
inv_data_entry,"Warehouse Data Entry",,pr,,,,READ,,,,,
inv_data_entry,"Warehouse Data Entry",,hrm,hr_search,,,READ,,,,,
inv_editor,"Warehouse Editor",,inv,,,,"READ|CREATE|UPDATE",,,,,
inv_editor,"Warehouse Editor",,inv,facility,,,"READ|CREATE|UPDATE",,,,,
inv_editor,"Warehouse Editor",,inv,inv_item,,,"READ|CREATE|UPDATE",,,,,
inv_editor,"Warehouse Editor",,inv,req_match,,,"READ|CREATE|UPDATE",,,,,
inv_editor,"Warehouse Editor",,inv,supplier,,,"READ|CREATE|UPDATE",,,,,
inv_editor,"Warehouse Editor",,,,"inv_warehouse",,"READ|UPDATE",,,,,
inv_editor,"Warehouse Editor",,,,"inv_warehouse_type",,READ,,,,,
inv_editor,"Warehouse Editor",,,,"org_facility",,"READ|UPDATE",,,,,
inv_editor,"Warehouse Editor",,,,"org_facility_type",,READ,,,,,
inv_editor,"Warehouse Editor",,supply,,,any,READ,,,,,
inv_editor,"Warehouse Editor",,supply,,,,"READ|CREATE|UPDATE",,,,,
inv_editor,"Warehouse Editor",,req,,,,"READ|CREATE|UPDATE",,,,,
inv_editor,"Warehouse Editor",,,,req_req,,"READ|CREATE|UPDATE",,,,,
inv_editor,"Warehouse Editor",,,,"supply_catalog",,"READ|UPDATE",,,,,
inv_editor,"Warehouse Editor",,org,,,,"READ|UPDATE",,,,,"Used to filter office fields"
inv_editor,"Warehouse Editor",,,,"org_organisation",,"READ|CREATE|UPDATE",,,,,"Used to filter organisation fields"
inv_editor,"Warehouse Editor",,pr,,,,READ,,,,,
inv_editor,"Warehouse Editor",,hrm,hr_search,,,READ,,,,,
inv_super,"Warehouse Super Editor",,inv,,,,"READ|CREATE|UPDATE|DELETE",,,,,
inv_super,"Warehouse Super Editor",,inv,facility,,,"READ|CREATE|UPDATE|DELETE",,,,,
inv_super,"Warehouse Super Editor",,inv,inv_item,,,"READ|CREATE|UPDATE|DELETE",,,,,
inv_super,"Warehouse Super Editor",,inv,req_match,,,"READ|CREATE|UPDATE|DELETE",,,,,
inv_super,"Warehouse Super Editor",,inv,supplier,,,"READ|CREATE|UPDATE|DELETE",,,,,
inv_super,"Warehouse Super Editor",,,,"inv_warehouse",,"READ|CREATE|UPDATE|DELETE",,,,,
inv_super,"Warehouse Super Editor",,,,"inv_warehouse_type",,"READ|CREATE|UPDATE|DELETE",,,,,
inv_super,"Warehouse Super Editor",,,,"org_facility",,"READ|CREATE|UPDATE|DELETE",,,,,
inv_super,"Warehouse Super Editor",,,,"org_facility_type",,"READ|CREATE|UPDATE|DELETE",,,,,
inv_super,"Warehouse Super Editor",,supply,,,any,READ,,,,,
inv_super,"Warehouse Super Editor",,supply,,,,"READ|CREATE|UPDATE|DELETE",,,,,
inv_super,"Warehouse Super Editor",,req,,,,"READ|CREATE|UPDATE|DELETE",,,,,
inv_super,"Warehouse Super Editor",,,,"req_req",,"READ|CREATE|UPDATE|DELETE",,,,,
inv_super,"Warehouse Super Editor",,org,,,,"READ|CREATE|UPDATE",,,,,
inv_super,"Warehouse Super Editor",,,,"supply_catalog",,ALL,,,,,
inv_super,"Warehouse Super Editor",,org,,,,"READ|CREATE|UPDATE",,,,,"Used to filter organisation fields"
inv_super,"Warehouse Super Editor",,,,"org_organisation",,"READ|CREATE|UPDATE",,,,,"Used to filter organisation fields"
inv_super,"Warehouse Super Editor",,pr,,,,READ,,,,,
inv_super,"Warehouse Super Editor",,hrm,hr_search,,,READ,,,,,
irs_reader,"Incident Reader",,event,,,,READ,,,,,
irs_reader,"Incident Reader",,org,,,,READ,,,,,
irs_reader,"Incident Reader",,pr,,,,READ,,,,,
irs_reader,"Incident Reader",,hrm,hr_search,,,READ,,,,,
irs_data_entry,"Incident Data Entry",,event,,,,"READ|CREATE",,,,,
irs_data_entry,"Incident Data Entry",,org,,,,READ,,,,,"Used to filter organisation fields"
irs_data_entry,"Incident Data Entry",,,,"org_organisation",,"READ|UPDATE",,,,,"Used to filter organisation fields"
irs_data_entry,"Incident Data Entry",,pr,,,,READ,,,,,
irs_data_entry,"Incident Data Entry",,hrm,hr_search,,,READ,,,,,
irs_editor,"Incident Editor",,event,,,,"READ|CREATE|UPDATE",,,,,
irs_editor,"Incident Editor",,org,,,,"READ|UPDATE",,,,,"Used to filter organisation fields"
irs_editor,"Incident Editor",,,,"org_organisation",,"READ|UPDATE",,,,,"Used to filter organisation fields"
irs_editor,"Incident Editor",,pr,,,,READ,,,,,
irs_editor,"Incident Editor",,hrm,hr_search,,,READ,,,,,
irs_super,"Incident Super Editor",,event,,,,"READ|CREATE|UPDATE|DELETE",,,,,
irs_super,"Incident Super Editor",,org,,,,"READ|CREATE|UPDATE",,,,,"Used to filter organisation fields"
irs_super,"Incident Super Editor",,,,"org_organisation",,"READ|CREATE|UPDATE",,,,,"Used to filter organisation fields"
irs_super,"Incident Super Editor",,pr,,,,READ,,,,,
irs_super,"Incident Super Editor",,hrm,hr_search,,,READ,,,,,
member_reader,"Members Reader",,member,,,,READ,,,,,
member_reader,"Members Reader",,org,,,,READ,,,,,
member_reader,"Members Reader",,pr,,,,READ,,,,,
member_reader,"Members Reader",,,,"pr_address",,READ,"READ|UPDATE",,,,"Need to specify explicitly to see other entities"
member_reader,"Members Reader",,,,"pr_contact",,READ,"READ|UPDATE",,,,
member_reader,"Members Reader",,,,"pr_contact_emergency",,READ,"READ|UPDATE",,,,
member_reader,"Members Reader",,,,"pr_person",,READ,"READ|UPDATE",,,,
member_data_entry,"Members Data Entry",,member,,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
member_data_entry,"Members Data Entry",,org,,,,READ,,,,,"Used to filter organisation fields"
member_data_entry,"Members Data Entry",,pr,,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
member_data_entry,"Members Data Entry",,,,"org_organisation",,"READ|UPDATE",,,,,"Used to filter organisation fields"
member_data_entry,"Members Data Entry",,,,"pr_address",,"READ|CREATE","READ|CREATE|UPDATE",,,,
member_data_entry,"Members Data Entry",,,,"pr_contact",,"READ|CREATE","READ|CREATE|UPDATE",,,,
member_data_entry,"Members Data Entry",,,,"pr_contact_emergency",,"READ|CREATE","READ|CREATE|UPDATE",,,,
member_data_entry,"Members Data Entry",,,,"pr_person",,"READ|CREATE","READ|CREATE|UPDATE",,,,
member_editor,"Members Editor",,member,,,,"READ|CREATE|UPDATE",,,,,
member_editor,"Members Editor",,org,,,,"READ|UPDATE",,,,,"Used to filter organisation fields"
member_editor,"Members Editor",,pr,,,,"READ|CREATE|UPDATE",,,,,
member_editor,"Members Editor",,,,"org_organisation",,"READ|UPDATE",,,,,"Used to filter organisation fields"
member_editor,"Members Editor",,,,"pr_address",,"READ|CREATE|UPDATE",,,,,
member_editor,"Members Editor",,,,"pr_contact",,"READ|CREATE|UPDATE",,,,,
member_editor,"Members Editor",,,,"pr_contact_emergency",,"READ|CREATE|UPDATE",,,,,
member_editor,"Members Editor",,,,"pr_person",,"READ|CREATE|UPDATE",,,,,
member_super,"Members Super Editor",,member,,,,"READ|CREATE|UPDATE|DELETE",,,,,
member_super,"Members Super Editor",,org,,,,"READ|CREATE|UPDATE",,,,,"Used to filter organisation fields"
member_super,"Members Super Editor",,pr,,,,"READ|CREATE|UPDATE|DELETE",,,,,
member_super,"Members Super Editor",,,,"member_membership_type",,"READ|CREATE|UPDATE|DELETE",,,,,
member_super,"Members Super Editor",,,,"org_organisation",,"READ|CREATE|UPDATE",,,,,"Used to filter organisation fields"
member_super,"Members Super Editor",,,,"pr_address",,"READ|CREATE|UPDATE|DELETE",,,,,
member_super,"Members Super Editor",,,,"pr_contact",,"READ|CREATE|UPDATE|DELETE",,,,,
member_super,"Members Super Editor",,,,"pr_contact_emergency",,"READ|CREATE|UPDATE|DELETE",,,,,
member_super,"Members Super Editor",,,,"pr_person",,"READ|CREATE|UPDATE|DELETE",,,,,
message_editor,"Message Editor",,event,compose,,,"READ|CREATE|UPDATE",,,,,
message_editor,"Message Editor",,hrm,compose,,,"READ|CREATE|UPDATE",,,,,
message_editor,"Message Editor",,msg,,,,"READ|CREATE|UPDATE",,,,,
message_editor,"Message Editor",,vol,compose,,,"READ|CREATE|UPDATE",,,,,
poi_reader,"PoI Reader",,gis,poi,,,READ,,,,,
poi_reader,"PoI Reader",,gis,poi_type,,,READ,,,,,
poi_data_entry,"PoI Data Entry",,gis,poi,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
poi_data_entry,"PoI Data Entry",,gis,poi_type,,,READ,,,,,
poi_editor,"PoI Editor",,gis,poi,,,"READ|CREATE|UPDATE",,,,,
poi_editor,"PoI Editor",,gis,poi_type,,,READ,,,,,
poi_super,"PoI Super Editor",,gis,poi,,,"READ|CREATE|UPDATE|DELETE",,,,,
poi_super,"PoI Super Editor",,gis,poi_type,,,READ,,,,,
project_reader,"Project Reader",,project,,,,READ,,,,,
project_reader,"Project Reader",,,,project_project,,READ,,,,,
project_reader,"Project Reader",,org,,,,READ,,,,,
project_reader,"Project Reader",,pr,,,,READ,,,,,
project_reader,"Project Reader",,hrm,hr_search,,,READ,,,,,
project_data_entry,"Project Data Entry",,project,,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
project_data_entry,"Project Data Entry",,project,,,any,READ,,,,,# Need to have access to unfiltered Orgs lists
project_data_entry,"Project Data Entry",,project,location,"pr_person",,"READ|CREATE",,,,,"Community Contacts"
project_data_entry,"Project Data Entry",,project,partner,,,READ,,,,,
project_data_entry,"Project Data Entry",,,,"org_sector",,READ,,,,,
project_data_entry,"Project Data Entry",,,,project_project,,"READ|CREATE","READ|CREATE|UPDATE",,,,
project_data_entry,"Project Data Entry",,,,"project_theme",,READ,,,,,
project_data_entry,"Project Data Entry",,,,"project_hazard",,READ,,,,,
project_data_entry,"Project Data Entry",,,,"project_activity_type",,READ,,,,,
project_data_entry,"Project Data Entry",,,,"project_beneficiary_type",,READ,,,,,
project_data_entry,"Project Data Entry",,org,,,,READ,,,,,
project_data_entry,"Project Data Entry",,,,"org_organisation",,"READ|UPDATE",,,,,"Used to filter organisation fields"
project_data_entry,"Project Data Entry",,pr,,,,READ,,,,,
project_data_entry,"Project Data Entry",,hrm,hr_search,,,READ,,,,,
project_editor,"Project Editor",,project,,,,"READ|CREATE|UPDATE",,,,,
project_editor,"Project Editor",,project,,,any,READ,,,,,# Need to have access to unfiltered Orgs lists
project_editor,"Project Editor",,project,location,"pr_person",,"READ|CREATE|UPDATE",,,,,"Community Contacts"
project_editor,"Project Editor",,,,"org_sector",,READ,,,,,
project_editor,"Project Editor",,,,project_project,,"READ|CREATE|UPDATE",,,,,
project_editor,"Project Editor",,,,"project_theme",,READ,,,,,
project_editor,"Project Editor",,,,"project_hazard",,READ,,,,,
project_editor,"Project Editor",,,,"project_activity_type",,READ,,,,,
project_editor,"Project Editor",,,,"project_beneficiary_type",,READ,,,,,
project_editor,"Project Editor",,org,,,,"READ|UPDATE",,,,,
project_editor,"Project Editor",,,,"org_organisation",,"READ|UPDATE",,,,,"Used to filter organisation fields"
project_editor,"Project Editor",,pr,,,,READ,,,,,
project_editor,"Project Editor",,hrm,hr_search,,,READ,,,,,
project_super,"Project Super Editor",,project,,,,"READ|CREATE|UPDATE|DELETE",,,,,
project_super,"Project Super Editor",,project,,,any,READ,,,,,# Need to have access to unfiltered Orgs lists
project_super,"Project Super Editor",,project,location,"pr_person",,"READ|CREATE|UPDATE",,,,,"Community Contacts"
project_super,"Project Super Editor",,,,"org_sector",,READ,,,,,
project_super,"Project Super Editor",,,,project_project,,"READ|CREATE|UPDATE|DELETE",,,,,
project_super,"Project Super Editor",,,,"project_theme",,READ,,,,,
project_super,"Project Super Editor",,,,"project_hazard",,READ,,,,,
project_super,"Project Super Editor",,,,"project_activity_type",,READ,,,,,
project_super,"Project Super Editor",,,,"project_beneficiary_type",,"READ|CREATE","READ|CREATE|UPDATE|DELETE",,,,
project_super,"Project Super Editor",,org,,,,"READ|CREATE|UPDATE",,,,,
project_super,"Project Super Editor",,,,"org_organisation",,"READ|CREATE|UPDATE",,,,,"Used to filter organisation fields"
project_super,"Project Super Editor",,pr,,,,READ,,,,,
project_super,"Project Super Editor",,hrm,hr_search,,,READ,,,,,
staff_reader,"Staff Reader",,hrm,,,,READ,,,,,
staff_reader,"Staff Reader",,hrm,compose,,,NONE,,,,,
staff_reader,"Staff Reader",,hrm,human_resource,,,NONE,,,,,
staff_reader,"Staff Reader",,hrm,training,,,READ,,,,,
staff_reader,"Staff Reader",,org,,,,READ,,,,,
staff_reader,"Staff Reader",,pr,,,,READ,"READ|CREATE|UPDATE",,,,
staff_reader,"Staff Reader",,pr,contact,,,READ,"READ|CREATE|UPDATE",,,,
staff_reader,"Staff Reader",,pr,contact_emergency,,,READ,"READ|CREATE|UPDATE",,,,
staff_reader,"Staff Reader",,vol,,,,NONE,,,,,
staff_reader,"Staff Reader",,,,"hrm_human_resource",,READ,,,,,
staff_reader,"Staff Reader",,,,"hrm_training",,READ,,,,,
staff_reader,"Staff Reader",,,,"pr_address",,READ,"READ|UPDATE",,,,"Need to specify explicitly to see other entities"
staff_reader,"Staff Reader",,,,"pr_contact",,READ,"READ|UPDATE",,,,
staff_reader,"Staff Reader",,,,"pr_contact_emergency",,READ,"READ|UPDATE",,,,
staff_reader,"Staff Reader",,,,"pr_education",,READ,"READ|UPDATE",,,,
staff_reader,"Staff Reader",,,,"pr_group_membership",,READ,,,,,
staff_reader,"Staff Reader",,,,"pr_identity",,READ,"READ|UPDATE",,,,
staff_reader,"Staff Reader",,,,"pr_image",,READ,"READ|UPDATE",,,,
staff_reader,"Staff Reader",,,,"pr_person",,READ,"READ|UPDATE",,,,
staff_reader,"Staff Reader",,,,"pr_physical_description",,READ,"READ|UPDATE",,,,
staff_data_entry,"Staff Data Entry",,hrm,,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
staff_data_entry,"Staff Data Entry",,hrm,certificate,,,READ,,,,,
staff_data_entry,"Staff Data Entry",,hrm,compose,,,NONE,,,,,
staff_data_entry,"Staff Data Entry",,hrm,course,,,READ,,,,,
staff_data_entry,"Staff Data Entry",,hrm,department,,,READ,,,,,
staff_data_entry,"Staff Data Entry",,hrm,human_resource,,,NONE,,,,,
staff_data_entry,"Staff Data Entry",,hrm,job_title,,,READ,,,,,
staff_data_entry,"Staff Data Entry",,hrm,staff,,,"READ|CREATE|UPDATE",,,,,"Needed for the organisation filter. All Tables have more restrictive ACLs."
staff_data_entry,"Staff Data Entry",,hrm,training,,,READ,,,,,
staff_data_entry,"Staff Data Entry",,org,,,,READ,,,,,
staff_data_entry,"Staff Data Entry",,vol,,,,NONE,,,,,
staff_data_entry,"Staff Data Entry",,pr,,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
staff_data_entry,"Staff Data Entry",,pr,contact,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
staff_data_entry,"Staff Data Entry",,pr,contact_emergency,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
staff_data_entry,"Staff Data Entry",,,,"hrm_human_resource",,"READ|CREATE","READ|CREATE|UPDATE",,,,
staff_data_entry,"Staff Data Entry",,,,"hrm_training",,"READ|CREATE","READ|CREATE|UPDATE",,,,
staff_data_entry,"Staff Data Entry",,,,"org_organisation",,"READ|UPDATE",,,,,"Used to filter organisation fields"
staff_data_entry,"Staff Data Entry",,,,"pr_address",,"READ|CREATE","READ|CREATE|UPDATE",,,,
