uid,role,description,controller,function,table,uacl,oacl,hidden,system,protected,Notes
AUTHENTICATED,Authenticated,,pr,person_search,,"READ",,,,,"Custom Controller to allow access to PR via JSON for AutoComplete"
AUTHENTICATED,Authenticated,,,,"pr_person","READ|UPDATE",,,,,"Authenticated users can only see/edit their own PR records"
AUTHENTICATED,Authenticated,,,,"pr_contact",CREATE,CREATE|READ|UPDATE|DELETE,,,,"Authenticated users can manage their contact data"
AUTHENTICATED,Authenticated,,req,,,"READ|CREATE","READ|CREATE|UPDATE|DELETE",,,,"Authenticated users can raise Requests"
AUTHENTICATED,Authenticated,,supply,,,"READ|CREATE",,,,,"Authenticated  users can see the Supply Catalogue"
AUTHENTICATED,Authenticated,,transport,,,"READ",,,,,"Authenticated users can see Transport Hubs"
AUTHENTICATED,Authenticated,,vehicle,,,"READ",,,,,"Authenticated users can see Vehicles"
ORG_EDITOR,"Organization Editor",,asset,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage Assets"
ORG_EDITOR,"Organization Editor",,cr,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage Shelters"
ORG_EDITOR,"Organization Editor",,doc,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage documents"
ORG_EDITOR,"Organization Editor",,hms,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage Hospitals"
ORG_EDITOR,"Organization Editor",,hrm,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage their Org's Staff and Volunteers"
ORG_EDITOR,"Organization Editor",,hrm,person,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage their Org's Staff and Volunteers"
ORG_EDITOR,"Organization Editor",,hrm,staff,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage their Org's Staff and Volunteers"
ORG_EDITOR,"Organization Editor",,hrm,volunteer,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage their Org's Staff and Volunteers"
ORG_EDITOR,"Organization Editor",,inv,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage Warehouses"
ORG_EDITOR,"Organization Editor",,org,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage their Org's Organisation and Offices"
ORG_EDITOR,"Organization Editor",,,,org_organisation,READ|UPDATE,,,,,"Org Editors can update their Org's data"
ORG_EDITOR,"Organization Editor",,pr,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage their Org's Staff and Volunteers"
ORG_EDITOR,"Organization Editor",,pr,person,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage their Org's Staff and Volunteers"
ORG_EDITOR,"Organization Editor",,,,"pr_person","READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage their Org's Staff and Volunteers"
ORG_EDITOR,"Organization Editor",,req,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage their Org's Requests"
ORG_EDITOR,"Organization Editor",,vol,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage their Org's Volunteers"
ORG_EDITOR,"Organization Editor",,transport,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage Transport Hubs"
ORG_EDITOR,"Organization Editor",,vehicle,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Editors can manage Vehicles"
ORG_ADMIN,"Organization Admin",,admin,user,,ALL,,,,,"Org Admins can manage their Org's users"
ORG_ADMIN,"Organization Admin",,asset,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage Assets"
ORG_ADMIN,"Organization Admin",,cr,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage Shelters"
ORG_ADMIN,"Organization Admin",,doc,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage documents"
ORG_ADMIN,"Organization Admin",,hms,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage Hospitals"
ORG_ADMIN,"Organization Admin",,hrm,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage their Org's Staff and Volunteers"
ORG_ADMIN,"Organization Admin",,hrm,person,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage their Org's Staff and Volunteers"
ORG_ADMIN,"Organization Admin",,hrm,staff,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage their Org's Staff and Volunteers"
ORG_ADMIN,"Organization Admin",,hrm,volunteer,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage their Org's Staff and Volunteers"
ORG_ADMIN,"Organization Admin",,inv,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage Warehouses"
ORG_ADMIN,"Organization Admin",,org,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage their Org's Organisation and Offices"
ORG_ADMIN,"Organization Admin",,,,org_organisation,READ|UPDATE,,,,,"Org Admins can update their Org's data"
ORG_ADMIN,"Organization Admin",,pr,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage their Org's Staff and Volunteers"
ORG_ADMIN,"Organization Admin",,pr,person,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage their Org's Staff and Volunteers"
ORG_ADMIN,"Organization Admin",,,,"pr_person","READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage their Org's Staff and Volunteers"
ORG_ADMIN,"Organization Admin",,req,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage their Org's Requests"
ORG_ADMIN,"Organization Admin",,vol,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage their Org's Volunteers"
ORG_ADMIN,"Organization Admin",,transport,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage Transport Hubs"
ORG_ADMIN,"Organization Admin",,vehicle,,,"READ|CREATE|UPDATE|DELETE",,,,,"Org Admins can manage Vehicles"
