item code,item description,length cm,height cm,width cm,volume litre,weight kg,in EIC
TXTO13568-19065,TIMING BELT HZ-PZ,0,0,0,0,0,
TXTO17801-61030,AIR FILTER,0,0,0,0,0,
TXTO17801-61031,AIR CLEANER ELEMENT,0,0,0,0,0,
TXTO18531-69396,"ABSORBER, SHOCK RR.",0,0,0,0,0,
TXTO22100-17060,"INJECTION PUMP ASSY, 5 CYL",0,0,0,0,0,
TXTO22100-17680,"INJECTION PUMP ASSY, 6 CYL",0,0,0,0,0,
TXTO22100-17790,INJECTION PUMP 6 CYLINDERS,0,0,0,0,0,
TXTO22100-18070,"INJECTION PUMP ASSY, 5 CYL",0,0,0,0,0,
TXTO22100-18071,"INJECTION PUMP ASSY, 5CYL",0,0,0,0,0,
TXTO22100-18161,"INJECTION PUMP ASSY, 5CYL",0,0,0,0,0,
TXTO22100-1C200,INJECTION PUMP 6 CYLINDERS 1HZ,0,0,0,0,0,
TXTO22100-1C201,INJECTION PUMP 6 CYLINDERS 1HZ,0,0,0,0,0,
TXTO221005B320,"INJECTION PUMP ASSY, 4CYL",0,0,0,0,0,
TXTO22100-6D390,"INJECTION PUMP ASSY, 4CYL",0,0,0,0,0,
TXTO23303-64010,FUEL FILTER,0,0,0,0,0,
TXTO23303-64020,FUEL FILTER ELEMENT,0,0,0,0,0,
TXTO27060-17171,ALTERNATOR ASSY,0,0,0,0,0,
TXTO28100-17040,STARTER MOTOR ASSY,0,0,0,0,0,
TXTO31210-36130,CLUTCH COVER ASSY,0,0,0,0,0,
TXTO31210-36160,"COVER, CLUTCH ASSY",0,0,0,0,0,
TXTO31210-60120,"COVER CLUTCH, ASSY (SUB. 31210-60190)",0,0,0,0,0,
TXTO31230-60130,"BEARING ASSY, CLUTCH REL.",0,0,0,0,0,
TXTO31230-60140,BEARING ASSY,0,0,0,0,0,
TXTO31250-35332,DISC ASSY CLUTCH,0,0,0,0,0,
TXTO31250-60222,"DISC ASSY, CLUTCH",0,0,0,0,0,
TXTO41201-80183,Couronne,0,0,0,0,0,
TXTO41204-35081,Flasque,0,0,0,0,0,
TXTO41214-26011,Rondelle,0,0,0,0,0,
TXTO42601-60670,"WHEEL,DISC 5 HOLES HZJ78 TUBELESS",0,0,0,0,0,
TXTO42610-60111,"RIM, LANDCRUISER",0,0,0,0,0,
TXTO48511-69356,"ABSORBER ASSY SHOCK, FRONT RH",0,0,0,0,0,
TXTO48531-69386,"ABSORBER SHOCK, RR",0,0,0,0,0,
TXTO48531-69396,"ABSORBER, SHOCK, RR",0,0,0,0,0,
TXTO51759-60060,COVER SIDE STEP,0,0,0,0,0,
TXTO51772-60040,SIDE STEP,0,0,0,0,0,
TXTO51774-60060,COVER SIDE STEP,0,0,0,0,0,
TXTO52101-60090,FRONT BUMPER,0,0,0,0,0,
TXTO64771-60260,COVER SPARE WHEEL,0,0,0,0,0,
TXTO65910-60120,TARPAULIN ASSY PICK-UP,0,0,0,0,0,
TXTO81551-90K09,LENS & BODY,0,0,0,0,0,
TXTO81561-60350,"Lens + Body, assy RR, LH",0,0,0,0,0,
TXTO85212-60021,BLADE FOR WIPER RH,0,0,0,0,0,
TXTO85212-60031,"BLADE, WINDSHIELD WIPER RH/LH",0,0,0,0,0,
TXTO85214-35010,RUBBER WIPPER,0,0,0,0,0,
TXTO85214-60040,RUBBER WIPPER,0,0,0,0,0,
TXTO85222-60061,WIPER BLADE LH,0,0,0,0,0,
TXTO90363-12010,BEARING,0,0,0,0,0,
TXTO90363-15017,"BEARING, INPUT SHAFT, CLUTCH",0,0,0,0,0,
TXTO90385-18009,BUSH REAR SPRING SHACKLE,0,0,0,0,0,
TXTO90507-27003,"SPRING, IDLER",0,0,0,0,0,
TXTO90915-03006,OIL FILTER ELEMENT,0,0,0,0,0,
TXTO90915-30002,OIL FILTER,0,0,0,0,0,
TXTO90916-02452,"BELT SET, V",0,0,0,0,0,
TXTO99332-11260,V-BELT,0,0,0,0,0,
TXTOBULL001,BULLBAR FOR WINCH WARN 9000,0,0,0,0,0,
TXTOFILTLCS1,"KIT TOYOTA Spares filters (1 fuel, 1 air, 1 oil filter)",0,0,0,0,0,
TXTOHIJA001,JACK HIGH-LIFT 120 cm,0,0,0,0,0,yes
TXTOHIJASUP,SUPPORT FOR HIGH-LIFT JACK,0,0,0,0,0,
TXTOJSW3PIS1,"PIN KIT, front/rear",0,0,0,0,0,
TXTOJSW7BUS1,"BUSH KIT, front",0,0,0,0,0,
TXTOJSW7BUS2,"BUSH KIT, rear",0,0,0,0,0,
TXTOMISC,"MISCELLANOUS, Toyota spareparts",0,0,0,0,0,
TXVOMISC,"MISCELLANOUS, Volvo spareparts",0,0,0,0,0,
TYAMVMBKY200,"MOTORBIKE, ""YAMAHA"" AG200, trail, 4 stroke engine",0,0,0,0,0,
UADMPFKI04,"ERU, PERSONNAL FIELD KIT, for 4 persons/10 days",0,0,0,0,0,yes
UADMPFKIAMRC,"ERU, Delegate package for 4 person team, American RC",0,0,0,0,450,yes
UCOMPCKI01,"ERU, PERSONNAL COMMUNICATION KIT",0,0,0,0,0,yes
UCOMTELE1,"ERU telecommunication, complete",0,0,0,0,0,
UENGELEC01,"KIT, LIGHTING/ELECTRICITY for BHC, SPRC, incl. generator",0,0,0,0,0,
ULOGBASC,"ERU base camp, complete",0,0,0,0,0,
ULOGLOGI,"ERU logistics, complete",0,0,0,89000,9900,yes
ULOGLOGIBRCS,"ERU logistics, complete, British Red Cross",0,0,0,0,0,
UMEDBHCU1,ERU basic health care unit complete,0,0,0,89000,9900,yes
UMEDBHCUFIN,"ERU basic health care unit complete, Finnish Red Cros",0,0,0,0,0,
UMEDBHCUFRC,"ERU basic health care unit complete, French Red Cross",0,0,0,89000,9900,yes
UMEDBHCUGRC,"ERU basic health care unit complete, German Red Cross",0,0,0,89000,9900,yes
UMEDBHCUJRC,"ERU basic health care unit complete, Japanese Red Cross",0,0,0,89000,9900,yes
UMEDBHCUNRC,"ERU basic health care unit complete, Norwegian Red Cross",0,0,0,89000,9900,yes
UMEDBHCUSRC,"ERU basic health care unit complete, Spanish Red Cross",0,0,0,89000,9900,yes
UMEDHOSP1,ERU referral hospital complete,0,0,0,350000,60000,yes
UMEDHOSPS100,"ERU, Referral Hospital, 100-10 Medical Supplies MODULE, NRC",0,0,0,0,0,
UMEDKREPTBA1,"KIT, TRADITIONAL BIRTH ATTENDANT (TBA)",0,0,0,0,0,
UMEDRDEH1NRC,Rapid Deployment Emergency Hospital,0,0,0,89000,9900,yes
UMEDRDEHADMI,"Rapid Deployment Emergency Hospital, ADMINISTRA. MODULE",0,0,0,0,0,
UMEDRDEHCLEA,"Rapid Deployment Emergency Hospital, CLEANING KIT",0,0,0,0,0,
UMEDRDEHDRUG,"Rapid Deployment Emergency Hospital, DRUG MODULE",0,0,0,0,0,
UMEDRDEHHYGI,"Rapid Deployment Emergency Hospital, HYGIENE MODULE",0,0,0,0,0,
UMEDRDEHKITC,"Rapid Deployment Emergency Hospital, KITCHEN KIT",0,0,0,0,0,
UMEDRDEHLABO,"Rapid Deployment Emergency Hospital, LABORATORY MODULE",0,0,0,0,0,
UMEDRDEHMCON,"Rapid Deployment Emergen. Hosp., MEDICAL CONSUM. MODULE",0,0,0,0,0,
UMEDRDEHNURS,"Rapid Deployment Emergency Hospital, NURSING MODULE",0,0,0,0,0,
UMEDRDEHSIPL,"Rapid Deployment Emergency Hosp., SITE PLANNING MODULE",0,0,0,0,0,
UMEDRDEHSURG,"Rapid Deployment Emergency Hospital, SURGICAL MODULE",0,0,0,0,0,
UMEDRDEHTEL,"Rapid Deployment Emergency Hospital, TELECOM MODULE",0,0,0,0,0,
UMEDRDEHTOEK,"Rapid Deployment Emergency Hospital, ELECTRIC. TOOL KIT",0,0,0,0,0,
UMEDRDEHTOGK,"Rapid Deployment Emergency Hospital, GENERAL TOOL KIT",0,0,0,0,0,
UMEDRDEHWSAN,"Rapid Deployment Emergency Hospital, WATSAN MODULE",0,0,0,0,0,
UMSISABS01,"ERU FRC, SET, ABSCESS, sterilised, instruments",0,0,0,0,0,
UMSISAMP01,"ERU FRC, SET, AMPUTATION, sterilised, instruments",0,0,0,0,0,
UMSISBON01,"ERU FRC, SET, BONE SET 1, sterilised, instruments",0,0,0,0,0,
UMSISBON02,"ERU FRC, SET, BONE SET 2, sterilised, instruments",0,0,0,0,0,
UMSISCAE01,"ERU FRC, SET, CAESARIAN SECTION, sterilised, instruments",0,0,0,0,0,
UMSISCRA01CO,"ERU FRC, SET, CRANIOTOMY, compleme., sterilised, instruments",0,0,0,0,0,
UMSISDEN01,"ERU FRC, SET, DENTAL EXTRACTION, sterilised, instruments",0,0,0,0,0,
UMSISEXT01,"ERU FRC, SET, EXTRA SET 1, sterilised, instruments",0,0,0,0,0,
UMSISEXT02,"ERU FRC, SET, EXTRA SET 2, sterilised, instruments",0,0,0,0,0,
UMSISFIN01,"ERU FRC, SET, FINE INSTRUMENTS SET, sterilised, instruments",0,0,0,0,0,
UMSISFIXCEIF,"SET, EXTERNAL FIXATION, BASIC KIT, complete, Centrafix",0,0,0,0,0,
UMSISFIXCEIFF,"SET, EXTERNAL FIXATION, complementary femur, Centrafix",0,0,0,0,0,
UMSISFIXCEIFP,"SET, EXTERNAL FIXATION, complementary pelvic, Centrafix",0,0,0,0,0,
UMSISGYN01,"ERU FRC, SET, GYNAECOLOGY, box 1/2, sterilised, instruments",0,0,0,0,0,
UMSISGYN02,"ERU FRC, SET, GYNAECOLOGY, box 2/2, sterilised, instruments",0,0,0,0,0,
UMSISGYN03,"ERU FRC, SET, DILATATION/CURETAGE, sterilised, instruments",0,0,0,0,0,
UMSISGYNUM01,"ERU GRC, SET, UMBILLICAL CORD CUTTING, steril. instruments",0,0,0,0,0,
UMSISLAP01,"ERU FRC, SET, LAPARATOMY, box 1/2, adult, sterilised, instr.",0,0,0,0,0,
UMSISLAP02,"ERU FRC, SET, LAPARATOMY, box 2/2, adult, sterilised, instr.",0,0,0,0,0,
UMSISLAPPA01,"ERU FRC, SET, LAPARATOMY, paediatric, sterilised, instrum.",0,0,0,0,0,
UMSISPLA01,"ERU FRC, SET, PLASTER CAST REMOVAL, sterilised, instruments",0,0,0,0,0,
UMSISSKE01,"ERU FRC, SET, TRACTION, sterilised, instruments",0,0,0,0,0,
UMSISSUT01,"ERU FRC, SET, SUTURE, hospital, sterilised, instruments",0,0,0,0,0,
UMSISSUT01E,"ERU FRC, SET, SUTURE, med-evac bag, sterilised, instruments",0,0,0,0,0,
UMSISTHR01,"ERU FRC, SET, THORACIC, sterilised, instruments",0,0,0,0,0,
UMSISTRH01,"ERU FRC, SET, TRACHEOSTOMY, sterilised, instruments",0,0,0,0,0,
UMSISWOU01,"ERU FRC, SET, REVISION, sterilised, instruments",0,0,0,0,0,
URELRELI1,"ERU relief, complete",0,0,0,0,0,yes
URELRELIAMRC,"ERU relief, American Red Cross, complete",0,0,0,0,0,
UWATMM1540BS,"ERU, Water and Sanitation, BASIC SANITATION for M15/M40",0,0,0,0,0,
UWATMM1540DT,"ERU, Water and Sanitation, DISTRIB & TRUCKING for M15/M40",0,0,0,0,0,
UWATMM15COMP,"ERU, Water and Sanitation, DISTRIB & TRUCKING for M15/M40",0,0,0,160000,22000,yes
UWATMM15TREA,"ERU, Water and Sanitation, TREATMENT for M15",0,0,0,0,0,
UWATMM40COMP,"ERU, Water and Sanitation, MODULE M40, 40'000 beneficiaries",0,0,0,110000,25000,yes
UWATMM40TREA,"ERU, Water and Sanitation, TREATMENT for M40",0,0,0,0,0,
UWATMMSMCOMP,"ERU, Water and Sanitation, MASS SANITATION MODULE",0,0,0,90000,14000,yes
UWATUWATDP,IFRC Water and Sanitation Disaster Response,0,0,0,0,0,yes
UWATWATS1,ERU water and sanitation complete,0,0,0,0,0,yes
VEXTAMTR12S1,"AMITRAZ, 125mg/ml, 100ml",0,0,0,0,0,
VEXTAMTR12S5,"AMITRAZ, 125mg/ml, 500ml",0,0,0,0,0,
VEXTDELT25T,"DELTAMETHRIN,  2.5g tab",0,0,0,0,0,
VEXTFLUM1S,FLUMETHRIN 1%,0,0,0,0,0,
VEXTHOILB,HEALING OIL,0,0,0,0,0,
VEXTTETR3S,"OXYTETRACYCLINE HYDROCHLORIDE, 3.6% spray",0,0,0,0,0,
VEXTTETR4P,"TETRACYCLINE, 4% powder",0,0,0,0,0,
VINJAMOX3V,AMOXYCILLIN 1.5g + CLOXACILLIN 1.5g vial,0,0,0,0,0,
VINJDEXA2V,"DEXAMETHASONE, 2mg/ml IM/IV vial",0,0,0,0,0,
VINJDIMI10S,"DIMINAZENE, 10.5g IM sachet",0,0,0,0,0,
VINJDIMI1S,"DIMINAZENE, 1.05g IM sachet",0,0,0,0,0,
VINJENRO1V,"ENROFLOXACIN, 100mg/ml vial",0,0,0,0,0,
VINJHOMI25T,"HOMIDIUM BROMIDE, 250mg IM tab",0,0,0,0,0,
VINJISOM1P,"ISOMETAMIDIUM CHLORIDE HYDROCHLORIDE, 1g IM powder",0,0,0,0,0,
VINJIVER10V1,"IVERMECTIN, 10mg/ml IM vial 100ml",0,0,0,0,0,
VINJIVER10V5,"IVERMECTIN, 10mg/ml IM vial 50ml",0,0,0,0,0,
VINJPENI45V,PROCAIN PENICILLIN 0.2g+DIHYDROSTREPTOMYCIN 0.25g/ml IM vial,0,0,0,0,0,
VINJQINA25V,QUINAPYRAMINE SULPH. 1.5g+ QUINAPYRAMINE CHLOR. 1.0g SC vial,0,0,0,0,0,
VINJSULZ48V,"SULPHADIAZINE 400mg + TRIMETHOPRIM, 80mg vial",0,0,0,0,0,
VINJTETR2S,"OXYTETRACYCLINE, 20% long-acting sachet",0,0,0,0,0,
VINJTETR2V,"OXYTETRACYCLIN DIHYDRATE, eq to 200mg/ml base IM vial",0,0,0,0,0,
VINJTETRSYR,OXYTETRACYCLINE+FURAZOLIDONE+CLIOQUINOL+ETHINYLESTRADIOL syr,0,0,0,0,0,
VINSNEER14,"NEEDLE, HYPODERMIC, REUSABLE, 14G, Ø 2.0x30mm, luer, st.st.",0,0,0,0,0,
VINSNEER16,"NEEDLE, HYPODERMIC, REUSABLE, G16, Ø 1.6x15mm, luer, st.st.",0,0,0,0,0,
VINSNEER18,"NEEDLE, HYPODERMIC, REUSABLE, G18, Ø 1.2x40mm, luer, st.st.",0,0,0,0,0,
VINSNEER183,"NEEDLE, HYPODERMIC, REUSABLE, G18, Ø 1.2x30mm, luer, st.st.",0,0,0,0,0,
VINSSYRRH11465W,"syringe, reusable, muto50+30ml, WASHER/PLUNGER set, 14650500",0,0,0,0,0,
VINSSYRRH16362,"SYRINGE, REUSABLE, MUTO, 30ml, dosages 1-2-3-4-5ml, luer",0,0,0,0,0,
VINSSYRRH16362B,"syringe, reusable, muto 30ml, BARREL, glass, 14650010",0,0,0,0,0,
VINSSYRRH16392,"SYRINGE, REUSABLE, MUTO, 50ml, dosages 1-2-3-4-5ml, luer",0,0,0,0,0,
VINSSYRRH16392B,"syringe, reusable, muto, 50ml, BARREL, glass, 16390090",0,0,0,0,0,
VINSSYRRK112655,"SYRINGE, REUSABLE, vaccin.gun ROUX, 50ml, dos.1-5ml, luer l.",0,0,0,0,0,
VINSSYRRK112715,"syringe, reusable, vaccin.gun roux 50ml, WASHER/PLUNGER set",0,0,0,0,0,
VINSSYRRK112740,"syringe, reusable, vaccin.gun roux 50ml, BARREL, glass",0,0,0,0,0,
VLABVABSH05,"BLOOD SAMPLING, VACUUM, HOLDER, for 5-10ml tubes, venoject",0,0,0,0,0,
VLABVABSN18,"BLOOD SAMPLING, VACU., NEEDLE, G18, Ø 1.2 pink, sterile, s.u",0,0,0,0,0,
VLABVABSTS05,"BLOOD SAMPLING, VACCUM, TUBE, SERUM, 5ml, venojetc",0,0,0,0,0,
VMEQBALLH35040,"BALLING GUN, manual, inside Ø 19mm, 2500mg boli, nickel pl.",0,0,0,0,0,
VMEQBALLH35045,"BALLING GUN, manual, inside Ø 12mm, 300mg boli, nickel plat.",0,0,0,0,0,
VMEQBALLK240690,"BALLING GUN, inside Ø 30mm, 51cm, metal nickel plated",0,0,0,0,0,
VMEQCASRH38590,"CASTRATOR, bloodless, 48x8cm, cord stop, dbl handle,+kne.br.",0,0,0,0,0,
VMEQCASRH38600,"CASTRATOR, bloodless, 30x4,5cm, with cord stop, dbl handle",0,0,0,0,0,
VMEQCASRK200140,"CASTRATOR, Burdizzo, 47cm, +cord stop, dbl action handle",0,0,0,0,0,
VMEQCASRK200145,"(castrator, burdizzo) KNEE SUPPORT",0,0,0,0,0,
VMEQCASRK200152,"CASTRATOR, Burdizzo, 30cm, +cord stop, dbl action handle",0,0,0,0,0,
VMEQCASTK200135,"CASTRATOR, Burdizzo, 40cm, +cord stop, dbl action handle",0,0,0,0,0,
VMEQCLIEH85411,"CLIPPER, HAND, cutting: height +/- 3mm; width 45mm",0,0,0,0,0,
VMEQCLIEH88176,"CLIPPER, ARCO-88176, 50-60Hz, +battery/charger/4 diff.combs",0,0,0,0,0,
VMEQCLIEH881761,"clipper, arco 88176, COMBE BLADE SET, size 3, 6, 9,12mm",0,0,0,0,0,
VMEQCLIEH881762,"clipper, arco 88176, BATTERY, rechargeable",0,0,0,0,0,
VMEQDEHOH46061,"dehorner, saw Goetze,  HAND GRIP, open ring shaped, st.st.",0,0,0,0,0,
VMEQDEHOH46063,"dehorner, saw Goetze, HAND GRIP, barrel shaped, st.st",0,0,0,0,0,
VMEQDEHOH46140,"dehorner, saw Goetze, WIRE, 10.8m, roll, st.st",0,0,0,0,0,
VMEQDRENH16405,"DRENCHER, GUN, non-automatic, 50ml, with cannula Ø10x105mm",0,0,0,0,0,
VMEQKNIF40671,"KNIFE, HOOF, 70mm, dble cutting edge, wood handle, right",0,0,0,0,0,
VMEQKNIF40672,"KNIFE, HOOF, 70mm, dble cutting edge, wood handle, left",0,0,0,0,0,
VMEQMARKSWBLA,"MARKING STICKS, WAX, 54gr, screw bottom/plastic cover, black",0,0,0,0,0,
VMEQMARKSWBLU,"MARKING STICKS, WAX, 54gr, screw bottom/plastic cover, blue",0,0,0,0,0,
VMEQMARKSWGRE,"MARKING STICKS, WAX, 54gr, screw bottom/plastic cover, green",0,0,0,0,0,
VMEQMARKSWRED,"MARKING STICKS, WAX, 54gr, screw bottom/plastic cover, red",0,0,0,0,0,
VMEQMARKSWVIO,"MARKING STICKS, WAX, 54gr, screw bottom/plastic cover, viole",0,0,0,0,0,
VMEQMARKSWWHI,"MARKING STICKS, WAX, 54gr, screw bottom/plastic cover, white",0,0,0,0,0,
VMEQMARKSWYEL,"MARKING STICKS, WAX, 54gr, screw bottom/plastic cover, yello",0,0,0,0,0,
VMEQMEASH70430,"TAPE, MEASURING, 250cm/60g, autom.rolling case, crease-res.",0,0,0,0,0,
VMEQSTETH01270,"STETHOSCOPE, dble chest piece, Ø memb. 45/30mm, heavy duty",0,0,0,0,0,
VMEQTHERH00150,"THERMOMETER, 125mm, calibrated 35-43°C, fast.knob, w/case",0,0,0,0,0,
VMEQTHERH00191,"THERMOMETER, digital, 105mm, 35-42°C, waterproof, w/case",0,0,0,0,0,
VMEQTHERH00195,"THERMOMETER, digital, 10sec signal,1batt., waterproof, +case",0,0,0,0,0,
VMISMISC,"MISCELLANEOUS, group veterinary",0,0,0,0,0,
VORAALBE10S1,"ALBENDAZOLE, 10% Oral Suspension, 1L",0,0,0,0,0,
VORAALBE10S18,"ALBENDAZOLE, 10% Oral Suspension, 180 ml",0,0,0,0,0,
VORAALBE1B,"ALBENDAZOLE, 1g bolus",0,0,0,0,0,
VORAALBE30T,"ALBENDAZOLE, 300mg tab",0,0,0,0,0,
VORAALBE3B,"ALBENDAZOLE, 3g bolus",0,0,0,0,0,
VORAAMPR3S,"AMPROLIUM 166mg + SULPHAQUINOXALINE 166mg + Vit. K3, sachet",0,0,0,0,0,
VORASALT,"SALT, lick block",0,0,0,0,0,
VORASULZ12B,"SULPHADIAZINE 1000mg + TRIMETHOPRIM, 200mg bolus",0,0,0,0,0,
VORASULZ48S,"SULPHADIAZINE 400mg + TRIMETHOPRIM, 80mg sachet",0,0,0,0,0,
VORATYLO25S,"TYLOSIN 5g + Ca FOSFOMYCIN 20g + FRUCT. + VitE, sachet",0,0,0,0,0,
WASDCHLA0002T,"CHLORINE, 2mg (NaDCC 3.5mg), for 1L water, 1 tablet",0,0,0,0,0,
WASDCHLA0005T,"CHLORINE, 5mg (NaDCC 8.5mg), for 1L water, 1 tablet",0,0,0,0.0008,0.0002,yes
WASDCHLA0020T,"CHLORINE, 20mg (NaDCC 33mg), for 5L water, 1 tablet",0,0,0,0.0009,0.0002,yes
WASDCHLA0040T,"CHLORINE, 40mg (NaDCC 67mg), for 10L water, 1 tablet",0,0,0,0.002,0.0003,yes
WASDCHLA0100T,"CHLORINE, 100mg (NaDCC 167mg), for 20L water, 1 tablet",0,0,0,0.00336,0.0006,yes
WASDCHLA1000T,"CHLORINE, 1000mg (NaDCC 1670mg), multipurpose, 1 tablet",0,0,0,0.008,0.004,yes
WASDCHLA5000T,"CHLORINE, 5000mg (NaDCC 8680mg), fr 1000L water, 1 tablet",0,0,0,0.04,0.02,yes
WASDCHLA7G02,"CHLORINE (HTH), 60 to 70%, 2.5kg box, IATA",0,0,0,0,0,yes
WASDCHLA7G05,"CHLORINE (HTH), 60 to 70%, 0.5kg box, IATA",0,0,0,0,0,yes
WASDCHLA7G1,"CHLORE (HTH), 60 to 70%, 1kg box, IATA",0,0,0,0,0,
WASDCHLA7G2/5,"CHLORINE (HTH), 60 to 70%, 2.5kg box, IATA",0,0,0,0,0,
WASDCHLA7G25,"CHLORE (HTH), 60 to 70%, 25kg box, IATA",0,0,0,0,0,
WASDCHLA7G40,"CHLORINE (HTH), 60 to 70%, 40kg drum",0,0,0,0,0,yes
WASDCHLA7G45,"CHLORE (HTH), 60 to 70%, granulates, 40 to 45kg drum",0,0,0,0,0,
WASDCHLA7G5,"CHLORINE (HTH), 60 to 70%, 5kg box, IATA",0,0,0,0,0,yes
WASDCHLA7T1,"CHLORE (HTH), 60 to 70%, 140g tab., 11.3kg drum",0,0,0,0,0,
WASDCHLA7T2,"CHLORE (HTH), 60 to 70%, 5 x 200g tab., slow dissolve",0,0,0,0,0,
WASDCHLAG25,"CHLORINE, NaDCC granulates, >50% active chlorine, 25kg",0,0,0,0,0,yes
WASDCHLANADC05P,"CHLORINE, NaDCC POWDER/GRANULES, 5kg tub",0,0,0,0,0,
WASDCHLANADC10P,"CHLORINE, NaDCC POWDER/GRANULES, 10kg tub",0,0,0,0,0,
WASDCHLANADC25P,"CHLORINE, NaDCC POWDER/GRANULES, 25kg tub",0,0,0,0,0,
WASDVASD0001,"WATER PURIFICATION AGENT, for 1L of water",0,0,0,0,0,
WASDVASD0010,"WATER PURIFICATION AGENT, for 10L of water",0,0,0,0,0,yes
WASDVASD5000,"WATER PURIFICATION AGENT, for 5000L of water",0,0,0,0,0,
WASDVASDCHLFL,"WATER PURIFICATION POWDER, Chlor Floc Watermaker, 1kg",0,0,0,0,0,
WASDVASDPG100,"PURIFYING GRANULATE, silver action, flask 100gr=10000L",5,10,5,0.14,0.14,
WASDVASDPT125L,"PURITABS TABLETS MAXI, for 50L at 5mg/L or 125L at 2mg/L",0,0,0,0,0,
WASDVASDPTS1L,"PURIFYING TABLET, silver action, 1 tablet for 1L",0,0,0,0,0,
WASDVASDPTS5L,"PURIFYING TABLET, silver action, 1 tablet for 5L",0,0,0,0,0,
WCHPALUSG50,"ALUMINIUM SULFATE, granulates, 50kg bag",0,0,0,0,50,yes
WCHPCHLF01,"FLOCUL. + DISINF. 'CHLOR-FLOC', fr wat. tr., 1kg for 5000L",0,0,0,1.97,1.12,yes
WCHPCHLF02T,"FLOCUL. + DISINF. 'CHLOR-FLOC', for 1L water tr., tab.",0,0,0,0,0,yes
WCHPDELT2L1,DELTAMETHRIN liquid 2.5% x 1L.,0,0,0,0,0,
