Template,Template Description,Complete Question,Date Question,Time Question,Location Detail,Priority Question,Section,Section Position,Question,Question Type,Question Notes,Question Position,Question Code,Meta Data
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,Casualties,Grid,,11,ARCS-11,"{'rows': ['Number of deaths', 'Number of injured', 'Number of missing'], 'Subtitle': 'Casualties due to Incident', 'col-cnt': '5', 'row-cnt': '3', 'data': [['Numeric','Numeric','Numeric','Numeric','Numeric'],['Numeric','Numeric','Numeric','Numeric','Numeric'],['Numeric','Numeric','Numeric','Numeric','Numeric']], 'columns': ['Total (Individuals)', 'Men', 'Women', 'Children (<5yrs old)', '5-18 Yrs']}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,No. of houses totally damaged,Numeric,,26,ARCS-26,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,No. of houses damaged and not habitable,Numeric,,27,ARCS-27,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,No. of houses damaged but habitable,Numeric,,28,ARCS-28,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,Is there damage to productive assets (e.g Agricultural Inputs),YesNo,,29,ARCS-29,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,No. of livestock killed/damaged,Numeric,,30,ARCS-30,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,Damage to Infrastructure,OptionOther,,31,ARCS-31,"{'1': 'Health facilities', '2': 'Bridges', '3': 'Power supply', '4': 'Mosque', '5': 'Water resource', '6': 'Telecommunication', '7': 'Roads', 'Length': '7'}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,Is transport available?,YesNo,,32,ARCS-32,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,3.0 Affected Population (where applicable),3,"If yes, explain",String,,33,ARCS-33,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,4.0 Health,4,What are the main/urgent health concerns (diseases) of the affected families,OptionOther,,34,ARCS-34,"{'1': 'diarrhoeal diseases', '2': 'vomiting, dehydration', '3': 'measles', '4': 'Respiratory (ARIs)', '5': 'Trauma', 'Length': '5'}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,4.0 Health,4,Availability of health services in the affected area,Option,,35,ARCS-35,"{'1': 'health facility', '2': 'female doctor/midwife availability', '3': 'indicate distance and access', '4': 'mobile health teams', '5': 'female doctor/midwife availability', '6': 'indicate distance and access', '7': 'none', 'Length': '7'}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,4.0 Health,4,"Comments, on existing health services",String,,36,ARCS-36,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,"5.0 Water, Sanitation and Hygiene",5,What are the available sources of drinking water used by the affected communities?,OptionOther,,37,ARCS-37,"{'1': 'open well/dug well', '2': 'hand pump well/borehole', '3': 'spring', '4': 'water tanker', '5': 'stream/river', '6': 'piped water system', 'Length': '6'}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,"5.0 Water, Sanitation and Hygiene",5,"Is there  enough water for drinking, cooking and washing?",YesNo,,38,ARCS-38,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,"5.0 Water, Sanitation and Hygiene",5,Is unavailability of latrines or open defecation a serious problem in the affected areas?,YesNo,,39,ARCS-39,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,"5.0 Water, Sanitation and Hygiene",5,Is poor quality of water caused problems in the affected communities?,YesNo,,40,ARCS-40,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,6.0 Food Accessibility,6,Do people have food items?,YesNo,,41,ARCS-41,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,6.0 Food Accessibility,6,"If yes,  what type of food items (list a few)",String,,42,ARCS-42,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,6.0 Food Accessibility,6,How long will they last?,Option,,43,ARCS-43,"{'1': '48Hrs', '2': '1 Week', '3': '2 Weeks', '4': '1 Month', 'Length': '4'}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,6.0 Food Accessibility,6,Is the market functioning?,YesNo,,44,ARCS-44,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,6.0 Food Accessibility,6,How far is the market?,Option,,45,ARCS-45,"{'1': 'Less than 1 Km', '2': '1-5 Km', '3': '5Km +', 'Length': '3'}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,6.0 Food Accessibility,6,Is transport available?,YesNo,,46,ARCS-46,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,7.0 Shelter,7,Do people have shelter?,YesNo,,47,ARCS-47,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,7.0 Shelter,7,Do people have basic household items?,YesNo,,48,ARCS-48,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,8.0 Livelihoods,8,How did people earn income before start of the disaster?,OptionOther,,49,ARCS-49,"{'1': 'Agriculture', '2': 'Livestock', '3': 'Daily Labour', '4': 'Salaried Job', 'Length': '4'}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,8.0 Livelihoods,8,Can people engage in their livelihoods after the disaster?,YesNo,,50,ARCS-50,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,8.0 Livelihoods,8,Do people have access to land/productive assets,YesNo,,51,ARCS-51,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC Movement and non-RCRC actors in the country during the assessment,9,,Grid,,52,ARCS-52,"{'rows': ['ARCS', 'ICRC', 'IFRC', 'PNS', 'Govt', 'United Nations', 'NGOs'], 'Subtitle': 'Organisations', 'col-cnt': '8', 'row-cnt': '7', 'data': [['YesNo', 'YesNo', 'YesNo', 'YesNo', 'YesNo', 'YesNo', 'String', 'String'],['YesNo', 'YesNo', 'YesNo', 'YesNo', 'YesNo', 'YesNo', 'String', 'String'],['YesNo', 'YesNo', 'YesNo', 'YesNo', 'YesNo', 'YesNo', 'String', 'String'],['YesNo', 'YesNo', 'YesNo', 'YesNo', 'YesNo', 'YesNo', 'String', 'String'],['YesNo', 'YesNo', 'YesNo', 'YesNo', 'YesNo', 'YesNo', 'String', 'String'],['YesNo', 'YesNo', 'YesNo', 'YesNo', 'YesNo', 'YesNo', 'String', 'String'],['YesNo', 'YesNo', 'YesNo', 'YesNo', 'YesNo', 'YesNo', 'String', 'String']], 'columns': ['Assessments completed', 'Assessments Planned', 'Assistance Provided - Health', 'Assistance Provided - Relief', 'Assistance Provided - Shelter', 'Assistance Provided - Security', 'Assistance Provided - Other (specify)', 'Other (specify)']}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,10.0 Security,10,Are there continuing or emerging threats to the affected population or staff?,YesNo,,108,ARCS-108,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,10.0 Security,10,"If yes, what are the natural threats?",MultiOption,,109,ARCS-109,"{'1': 'Flooding', '2': 'Heavy rains', '3': 'Snowfalls', '4': 'Storms', '5': 'High winds', 'Length': '5'}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,10.0 Security,10,"If yes, which are the human threats?",OptionOther,,110,ARCS-110,"{'1': 'Conflict (ANSF/AO)', '2': 'Conflict (other)', '3': 'Public disorder', '4': 'Inacceptance by host communities', 'Length': '4'}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,10.0 Security,10,Can ARCS/IFRC/ICRC access the area?,YesNo,,111,ARCS-111,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,10.0 Security,10,Is it safe to access the area?,YesNo,,112,ARCS-112,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,10.0 Security,10,"If no, why not?",String,,113,ARCS-113,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,11.0 Sources of Information,11,Where/Who the Information was Obtained From,Grid,,114,ARCS-114,"{'rows': ['Name', 'Address', 'Telephone'], 'Subtitle': '', 'col-cnt': '3', 'row-cnt': '3', 'data': [['String', 'String', 'String'], ['String', 'String', 'String'], ['String', 'String', 'String']], 'columns': ['Affected Population (Community Leaders, Shura, etc)', 'RCRC Movement Members', 'Other Humanitarian Actors (UNOCHA, NGO, ANDMA, etc)']}"
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,12.0 Recommendations and Conclusions,12,What are the main needs of the community?,String,,115,ARCS-115,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,12.0 Recommendations and Conclusions,12,Can the community manage without external help?,YesNo,,116,ARCS-116,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,12.0 Recommendations and Conclusions,12,What assistance (if any) is recommended?,String,,117,ARCS-117,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,12.0 Recommendations and Conclusions,12,Is the RCRC Movement intervention needed?,YesNo,,118,ARCS-118,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,12.0 Recommendations and Conclusions,12,Who will respond?,String,,119,ARCS-119,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,12.0 Recommendations and Conclusions,12,When?,Date,,120,ARCS-120,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,12.0 Recommendations and Conclusions,12,With what assistance?,String,,121,ARCS-121,
